time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/approx_kl,train/loss,train/policy_gradient_loss,train/clip_range,train/n_updates,train/explained_variance,train/clip_fraction,train/value_loss,train/learning_rate,train/entropy_loss
1,25,1,24,0.0029981828,0.09370814263820648,-0.005889820059295658,0.2,16500,-0.5489646196365356,0.015999999642372132,0.2962964281439781,0.0003,-0.5350716769695282
2,50,2,21,0.01036513,0.18545375764369965,-0.029464007597415787,0.2,16510,-1.7632222175598145,0.09999999776482582,0.5424024373292923,0.0003,-0.635536915063858
3,75,3,20,0.0019015527,0.10542330145835876,-0.002107572552340997,0.2,16520,-0.22274625301361084,0.011999999731779098,0.28542724847793577,0.0003,-0.09690270349383354
4,100,5,18,0.0013839459,0.5823169946670532,-0.004425383931375393,0.2,16530,-1.5275404453277588,0.0,1.4632061123847961,0.0003,-0.8207431077957154
5,125,7,17,0.007846446,0.03229009360074997,-0.010794376649894133,0.2,16540,0.5730601251125336,0.03999999910593033,0.12058115676045418,0.0003,-0.22363173961639404
6,150,8,17,0.009654881,0.0510871596634388,-0.029266591433434998,0.2,16550,-0.31678307056427,0.04799999892711639,0.2512887179851532,0.0003,-0.4536518931388855
7,175,10,16,0.004047847,1.3050836324691772,0.0002562367900900142,0.2,16560,-0.05949139595031738,0.03599999919533729,2.735784578323364,0.0003,-0.24051305502653123
8,200,11,16,1.4595985e-05,2.4469754695892334,0.0005009300626117152,0.2,16570,-0.0640859603881836,0.0,5.373233795166016,0.0003,-0.3086407035589218
9,225,13,16,0.0038459967,1.059898853302002,-0.012300449155736715,0.2,16580,-0.1683039665222168,0.019999999552965164,2.4959156990051268,0.0003,-0.631004136800766
10,250,15,16,0.005273757,0.07154914736747742,-0.003324273467747929,0.2,16590,-0.07234001159667969,0.019999999552965164,0.2068365767598152,0.0003,-0.38987779021263125
1,25,1,23,0.03266342,0.245435893535614,-0.01560867441259326,0.2,16600,-0.9748703241348267,0.09199999794363975,0.5658335328102112,0.0003,-1.34013112783432
2,50,2,22,0.0006596494,0.38683199882507324,-0.0006297717010165904,0.2,16610,-1.3173234462738037,0.0,0.8836523056030273,0.0003,-0.48506088852882384
3,75,3,21,0.0006184554,0.43497633934020996,-0.002961866313708583,0.2,16620,-0.3333718776702881,0.0,1.0322043180465699,0.0003,-0.41046727895736695
4,100,4,20,0.0015046524,0.16963237524032593,-0.0034191965397912583,0.2,16630,-0.42553889751434326,0.011999999731779098,0.41670459508895874,0.0003,-0.4537767291069031
5,125,6,19,0.015619645,0.08342554420232773,-0.03555172767676425,0.2,16640,-0.9120547771453857,0.05599999874830246,0.3068219542503357,0.0003,-0.5556293606758118
6,150,7,18,0.003253393,0.9338380098342896,0.003473880881210789,0.2,16650,0.27313232421875,0.019999999552965164,1.9030031323432923,0.0003,-0.3111704707145691
7,175,9,18,0.01401726,0.04106302559375763,-0.0118202868117951,0.2,16660,-0.2189711332321167,0.07999999821186066,0.13026547878980638,0.0003,-0.32835491597652433
8,200,11,17,0.0247802,0.11799727380275726,-0.01346196388453258,0.2,16670,-0.3057609796524048,0.11199999898672104,0.3636209309101105,0.0003,-0.7753643333911896
9,225,12,17,0.0061864876,0.41034600138664246,-0.00014731693244520727,0.2,16680,-2.0302653312683105,0.015999999642372132,1.0880962133407592,0.0003,-0.44611805975437163
10,250,14,17,3.259182e-05,1.2110933065414429,-0.0003725860076521315,0.2,16690,0.15048748254776,0.0,2.776444697380066,0.0003,-0.13800806552171707
1,25,1,24,0.0011369038,0.19004230201244354,-0.003711455703306399,0.2,16700,-2.3934292793273926,0.0,0.5322448462247849,0.0003,-0.37695263922214506
2,50,2,22,0.0006698775,0.6694110631942749,-0.0025464353095156155,0.2,16710,-0.12976384162902832,0.0,1.5717976570129395,0.0003,-0.2807972401380539
3,75,3,20,0.0031946134,2.594923496246338,-0.008408754490199044,0.2,16720,-0.1424732208251953,0.015999999642372132,5.64302430152893,0.0003,-0.840495765209198
4,100,5,18,0.003887329,0.22643664479255676,-0.010054022360127136,0.2,16730,-0.15618157386779785,0.019999999552965164,0.526437771320343,0.0003,-0.34286225140094756
5,125,7,17,0.0020107483,2.215493679046631,-0.00371659559546913,0.2,16740,0.012883901596069336,0.015999999642372132,4.749761295318604,0.0003,-0.3429186522960663
6,150,8,16,0.007924239,0.9538797736167908,-0.013877752724103586,0.2,16750,-0.8670940399169922,0.019999999552965164,2.0158483147621156,0.0003,-0.4962145209312439
7,175,10,16,0.0018748998,0.3265552222728729,-0.004766165657159149,0.2,16760,-1.4120526313781738,0.007999999821186066,0.8241701543331146,0.0003,-0.49315922558307645
8,200,12,16,0.0023676967,0.23976027965545654,-0.004538193998974727,0.2,16770,-0.730972409248352,0.011999999731779098,0.603393629193306,0.0003,-0.28260485231876376
9,225,14,15,0.0007295918,0.15009213984012604,-0.0013367814567175173,0.2,16780,-1.0092527866363525,0.0,0.351631885766983,0.0003,-0.22673400342464448
10,250,16,15,0.035424348,0.06380622833967209,-0.035077844072133324,0.2,16790,-1.2658414840698242,0.11199999526143074,0.36267508417367933,0.0003,-0.5675928115844726
1,25,1,22,0.00015482187,1.548543930053711,-0.001573340135161061,0.2,16800,-1.485196828842163,0.0,3.516837644577026,0.0003,-0.09928604140877724
2,50,2,17,0.0063696,0.4429451525211334,-0.01097729147691311,0.2,16810,-3.3085684776306152,0.023999999463558196,1.0932651996612548,0.0003,-0.30867058634757993
3,75,4,17,0.0041181804,0.20283235609531403,-0.009792234694585034,0.2,16820,-0.28375279903411865,0.023999999463558196,0.4729655981063843,0.0003,-0.33479600250720976
4,100,5,16,0.036525,0.09317056089639664,-0.02023201825469769,0.2,16830,-0.05771434307098389,0.06399999856948853,0.2518943354487419,0.0003,-0.3134070307016373
5,125,7,15,0.0046774265,0.0719672441482544,-0.02617080521583546,0.2,16840,-0.7981327772140503,0.07199999839067459,0.4122823864221573,0.0003,-0.6953389704227447
6,150,9,15,0.013590834,0.07527969777584076,-0.012891803938896374,0.2,16850,0.5393370091915131,0.12799999639391899,0.2046165034174919,0.0003,-0.7601065456867218
7,175,11,15,0.011646571,0.07050090283155441,-0.010155216026352675,0.2,16860,-1.5881543159484863,0.03999999910593033,0.22675020545721053,0.0003,-0.6585493981838226
8,200,13,15,0.012492463,0.10622186213731766,-0.02200453949347132,0.2,16870,-0.3884429931640625,0.03999999910593033,0.36431064903736116,0.0003,-1.0404394388198852
9,225,14,15,0.002180674,4.474776744842529,0.008169747843407116,0.2,16880,0.26068294048309326,0.007999999821186066,9.138329696655273,0.0003,-0.2759936571121216
10,250,16,14,4.916668e-05,5.160773754119873,-0.0014414941932770376,0.2,16890,-0.08381104469299316,0.0,11.65966329574585,0.0003,-0.15286731123924255
1,25,1,22,0.008631644,0.09073998034000397,-0.02483966389112169,0.2,16900,-1.2339563369750977,0.06399999856948853,0.439279168844223,0.0003,-0.8165208995342255
2,50,2,20,0.017510824,0.01800188422203064,-0.03148481152206699,0.2,16910,-0.5330085754394531,0.08799999803304673,0.15644366145133973,0.0003,-0.5105830430984497
3,75,3,19,0.0014486813,1.4893577098846436,-0.0016282342097255764,0.2,16920,-0.47059166431427,0.011999999731779098,3.2881253957748413,0.0003,-0.3040988236665726
4,100,5,18,0.010103226,0.18513603508472443,-0.010704488420858915,0.2,16930,-0.3113398551940918,0.043999999016523364,0.5233413934707641,0.0003,-0.6434947192668915
5,125,7,17,0.02211741,-0.026088090613484383,-0.024261567552573915,0.2,16940,-0.24539577960968018,0.07199999839067459,0.06958169564604759,0.0003,-0.511704397201538
6,150,8,17,0.01870725,0.4681375324726105,0.013323809789493168,0.2,16950,-5.140501022338867,0.14399999678134917,0.9492648959159851,0.0003,-0.3867983460426331
7,175,10,16,0.00012371063,4.535609245300293,-2.3607015315008084e-05,0.2,16960,-0.03160524368286133,0.0,9.779952716827392,0.0003,-0.08603579998016357
8,200,12,16,0.008686631,0.22840993106365204,-0.007086315259337362,0.2,16970,-0.7008097171783447,0.02799999937415123,0.5309331625699997,0.0003,-0.3840653747320175
9,225,14,15,0.00073694705,1.5017483234405518,-0.0013786348851624552,0.2,16980,-0.12191104888916016,0.0,3.0466411828994753,0.0003,-0.3875009685754776
10,250,16,15,0.0005589318,0.060112014412879944,-0.0012922515767277432,0.2,16990,-0.6023877859115601,0.0,0.1720845118165016,0.0003,-0.330385810136795
1,25,1,22,0.0005422735,0.4193803071975708,-0.0020465140179723564,0.2,17000,-0.14634251594543457,0.0,1.0354874789714814,0.0003,-0.5758308112621308
2,50,2,20,0.017392484,0.04740278795361519,-0.028208695539273344,0.2,17010,-1.1876122951507568,0.06799999848008156,0.22192244380712509,0.0003,-0.4185124635696411
3,75,3,18,0.0064480114,0.24566029012203217,0.009901520022190979,0.2,17020,-1.6340076923370361,0.023999998718500136,0.5191552400588989,0.0003,-0.41362687945365906
4,100,5,18,0.012400267,0.06035565584897995,-0.014655183917842863,0.2,17030,-0.47082221508026123,0.043999999016523364,0.2400718092918396,0.0003,-1.1629040598869325
5,125,7,16,0.05538089,-0.016720101237297058,-0.03900183918699618,0.2,17040,-0.7692775726318359,0.13999999910593033,0.10775928124785424,0.0003,-0.9369755268096924
6,150,9,16,0.02730547,0.36637717485427856,-0.030617441818118606,0.2,17050,-0.5617649555206299,0.05999999865889549,0.961072462797165,0.0003,-0.9308324575424194
7,175,10,15,0.00032109738,0.6273640394210815,-0.0016023430257341431,0.2,17060,-0.07939887046813965,0.0,1.3122079730033875,0.0003,-0.5994283258914948
8,200,12,15,0.00080184697,0.049681369215250015,-0.0017773904391797045,0.2,17070,-0.40532660484313965,0.0,0.12004827335476875,0.0003,-0.12899031564593316
9,225,14,15,0.01738243,2.8232390880584717,-0.019535013161599578,0.2,17080,0.003274261951446533,0.031999999284744264,5.929109811782837,0.0003,-0.24555627703666688
10,250,16,14,0.040095873,0.4668358862400055,-0.010441820831969295,0.2,17090,-0.044658660888671875,0.031999999284744264,1.0951509475708008,0.0003,-0.21424714028835296
1,25,1,21,5.3441523e-05,0.3613952398300171,0.0002688116969657983,0.2,17100,-0.20309531688690186,0.0,0.7582306504249573,0.0003,-0.15203164666891097
2,50,2,20,0.04248335,0.1440160572528839,-0.030357183039188128,0.2,17110,-0.6366105079650879,0.043999999016523364,0.4080126941204071,0.0003,-0.3433875232934952
3,75,3,19,0.004400666,0.4496423602104187,-0.010831690528662907,0.2,17120,-0.26068735122680664,0.023999999463558196,1.0506034672260285,0.0003,-0.20777784585952758
4,100,5,18,0.0014666414,9.2033109664917,-0.00497957334667376,0.2,17130,0.06684798002243042,0.011999999731779098,19.390293693542482,0.0003,-0.3855964481830597
5,125,7,17,2.2106171e-05,3.5607430934906006,-0.0005858931433468939,0.2,17140,0.015348970890045166,0.0,7.272510194778443,0.0003,-0.2165292024612427
6,150,8,17,0.0016222358,0.19503985345363617,-0.0007572440859803464,0.2,17150,0.5765505433082581,0.011999999731779098,0.44675115346908567,0.0003,-0.1967070385813713
7,175,10,16,0.006175499,0.08202703297138214,-0.013961400050670036,0.2,17160,-1.6404366493225098,0.031999999284744264,0.24389370083808898,0.0003,-0.5022816121578216
8,200,12,16,0.0023359037,0.2601988911628723,-0.0028325826949439302,0.2,17170,-0.4858887195587158,0.011999999731779098,0.5839642822742462,0.0003,-0.2882489562034607
9,225,14,15,0.0004453969,0.4076116383075714,0.00030177355065887925,0.2,17180,-0.37624311447143555,0.0,0.8936917901039123,0.0003,-0.8437821388244628
10,250,16,15,0.0056108832,0.39238008856773376,-0.005261760967783502,0.2,17190,-0.3741135597229004,0.023999999463558196,0.9266660392284394,0.0003,-0.26004635989665986
1,25,1,19,0.0009253335,1.156781792640686,-0.004257527736771749,0.2,17200,-0.8004714250564575,0.0,2.6968353986740112,0.0003,-0.9215017199516297
2,50,2,18,4.192114e-05,0.7616969347000122,-0.00010855341053712664,0.2,17210,-2.213621139526367,0.0,1.52787926197052,0.0003,-0.31547337770462036
3,75,3,18,0.011696166,0.21248693764209747,-0.007339345885440452,0.2,17220,-0.6950907707214355,0.03599999919533729,0.49654960334300996,0.0003,-0.37037924826145174
4,100,5,17,0.17974003,0.1378132700920105,-0.02660378545150053,0.2,17230,-3.433065891265869,0.24799999371170997,0.5262940734624862,0.0003,-1.4068521738052369
5,125,7,17,0.00024191618,0.13022691011428833,-0.0015721587784501168,0.2,17240,0.044130921363830566,0.0,0.3541289657354355,0.0003,-0.558430677652359
6,150,8,16,0.0026203203,0.2351403534412384,-0.009816546952352212,0.2,17250,-0.18984711170196533,0.011999999731779098,0.6351491689682007,0.0003,-0.3739861786365509
7,175,10,16,0.0008053064,0.09823016077280045,-0.0036638077530078304,0.2,17260,-1.954923391342163,0.0,0.24807355254888536,0.0003,-0.2522693932056427
8,200,12,16,0.004391794,0.09074697643518448,-0.008751097726519674,0.2,17270,0.10924243927001953,0.03999999910593033,0.26746142357587815,0.0003,-0.4021525353193283
9,225,13,16,0.0061162184,0.10647840797901154,-0.014225011400878174,0.2,17280,0.02412247657775879,0.03599999919533729,0.31064122915267944,0.0003,-0.6280420303344727
10,250,15,15,6.346941e-05,0.6837524771690369,6.436467184514071e-05,0.2,17290,-1.4252612590789795,0.0,1.4567134141921998,0.0003,-0.21414709985256195
1,25,1,23,5.9604645e-08,0.6570266485214233,5.0850866347929014e-05,0.2,17300,0.36236631870269775,0.0,1.608582365512848,0.0003,-0.09461298957467079
2,50,2,20,0.010806918,0.41009846329689026,-0.010341779975686194,0.2,17310,-0.3412357568740845,0.031999999284744264,0.9169402897357941,0.0003,-0.6669888317584991
3,75,3,20,0.00026673079,0.4071349799633026,-0.0020925831288337803,0.2,17320,-0.12149417400360107,0.0,0.9677911818027496,0.0003,-0.17070634365081788
4,100,5,18,0.008273863,0.19126898050308228,-0.01567947307974098,0.2,17330,-3.2306718826293945,0.043999999016523364,0.4612104117870331,0.0003,-0.34043816924095155
5,125,6,18,3.33786e-07,0.24545378983020782,-2.2513150566716433e-05,0.2,17340,-1.48588228225708,0.0,0.5471654027700424,0.0003,-0.09602722898125648
6,150,8,17,0.0070504164,0.16798779368400574,-0.010083254218101523,0.2,17350,-5.0521931648254395,0.02799999937415123,0.44341798722743986,0.0003,-0.5395330250263214
7,175,10,17,0.0042496133,0.14995072782039642,-0.0057288897942052944,0.2,17360,-1.1710493564605713,0.031999999284744264,0.3637455582618713,0.0003,-0.5609258711338043
8,200,11,16,2.8514862e-06,3.4650087356567383,-1.0876178636465284e-05,0.2,17370,-0.35369062423706055,0.0,7.071859645843506,0.0003,-0.19149160534143447
9,225,13,16,0.0018232465,2.245312452316284,-0.00624165853229357,0.2,17380,0.15748775005340576,0.007999999821186066,4.84012246131897,0.0003,-0.3493045777082443
10,250,15,16,0.009627757,0.39268091320991516,-0.010731776033528106,0.2,17390,0.19742846488952637,0.02799999937415123,0.865438950061798,0.0003,-0.1624739721417427
1,25,1,23,0.015246703,0.0625031366944313,-0.013388127423823448,0.2,17400,-0.5351079702377319,0.043999999016523364,0.19117062240839006,0.0003,-0.4451883614063263
2,50,2,20,0.001160388,2.5165281295776367,-0.006070984464604123,0.2,17410,-0.13044655323028564,0.0,5.256832647323608,0.0003,-0.5030870139598846
3,75,3,20,0.0034344147,0.2156199961900711,-0.009483171174768401,0.2,17420,-0.9766956567764282,0.011999999731779098,0.6296594589948654,0.0003,-0.6590811371803283
4,100,5,19,4.7383306e-05,0.7689817547798157,-0.0009435558211116302,0.2,17430,0.014046847820281982,0.0,1.7228174567222596,0.0003,-0.23299664705991746
5,125,6,18,0.0272816,0.08350633084774017,-0.021714493853971107,0.2,17440,-0.38687992095947266,0.07199999839067459,0.2777524724602699,0.0003,-0.5131530076265335
6,150,8,17,0.00029076097,0.534213125705719,0.0015890521509575705,0.2,17450,0.05289900302886963,0.0,1.173098349571228,0.0003,-0.2405284345149994
7,175,9,17,0.0019061279,0.24159374833106995,-0.016849118361249537,0.2,17460,-2.5846409797668457,0.03599999919533729,0.682902717590332,0.0003,-0.4754682332277298
8,200,11,17,0.007641611,0.04129048436880112,-0.011031740882433994,0.2,17470,0.014656424522399902,0.02799999937415123,0.18477894514799117,0.0003,-0.5815111458301544
9,225,13,16,0.002360339,0.17471086978912354,-0.00762389175291176,0.2,17480,0.3728911280632019,0.007999999821186066,0.39900082051754,0.0003,-0.4806463003158569
10,250,15,16,0.019106342,0.016035232692956924,-0.026542755052447832,0.2,17490,-1.2848730087280273,0.06799999848008156,0.14772631898522376,0.0003,-0.43786766231060026
1,25,1,24,0.003102758,0.40017372369766235,-0.009269688404165777,0.2,17500,0.039358556270599365,0.011999999731779098,0.8905414998531341,0.0003,-0.7269562244415283
2,50,2,21,0.049882002,0.1061011254787445,-0.02667822186276325,0.2,17510,-0.45978033542633057,0.10399999767541886,0.33027853071689606,0.0003,-0.738338303565979
3,75,3,19,0.013037445,0.011679768562316895,-0.03989855019561972,0.2,17520,-0.43988585472106934,0.06399999782443047,0.28186113834381105,0.0003,-1.0326888680458068
4,100,5,18,0.13780607,-0.08348993211984634,-0.07046609133109456,0.2,17530,-0.23154568672180176,0.3639999940991402,0.06483295708894729,0.0003,-2.1246854782104494
5,125,7,17,0.0060002184,0.21309447288513184,-0.004282327495952032,0.2,17540,-0.6729782819747925,0.03599999919533729,0.5619081795215607,0.0003,-0.5328069686889648
6,150,8,17,0.029517088,0.041118476539850235,-0.01970491089113082,0.2,17550,0.2701670527458191,0.08799999803304673,0.21024091690778732,0.0003,-0.47299787402153015
7,175,10,17,0.0072140526,0.39641448855400085,-0.013949725312180838,0.2,17560,0.1521894931793213,0.03599999919533729,0.96556316614151,0.0003,-0.36029231250286103
8,200,12,16,0.0021117115,0.5484177470207214,-0.011362171253887965,0.2,17570,-0.04662978649139404,0.011999999731779098,1.3701669335365296,0.0003,-0.694554615020752
9,225,13,16,0.00086576934,0.1959596872329712,-0.001960400407799234,0.2,17580,-1.9128994941711426,0.0,0.4912167459726334,0.0003,-0.3286577373743057
10,250,15,16,0.00035675286,0.6434566974639893,-0.00394740523071917,0.2,17590,-1.3317222595214844,0.0,1.450002384185791,0.0003,-0.3008342444896698
1,25,1,23,0.0037261748,0.02432655356824398,-0.007061002112648396,0.2,17600,-1.2268273830413818,0.015999999642372132,0.10361646562814712,0.0003,-0.21212877482175826
2,50,2,21,0.0033674263,0.18044404685497284,-0.0068655550273835075,0.2,17610,-0.28340017795562744,0.023999999463558196,0.4433405339717865,0.0003,-0.5574328184127808
3,75,3,20,0.004922144,0.20442239940166473,-0.010262300340924391,0.2,17620,-0.6841729879379272,0.02799999937415123,0.5716077268123627,0.0003,-0.4996227025985718
4,100,5,19,0.013678271,0.5889400839805603,-0.01894119285605811,0.2,17630,-0.024071455001831055,0.05999999865889549,1.478838610649109,0.0003,-0.5247507870197297
5,125,6,18,0.004206092,0.06714581698179245,-0.006838218132034513,0.2,17640,0.08444792032241821,0.03999999910593033,0.17963289469480515,0.0003,-0.9492003858089447
6,150,8,17,0.04459289,0.16284729540348053,-0.0294880216363822,0.2,17650,-0.5948811769485474,0.06399999782443047,0.5529811531305313,0.0003,-0.7071169495582581
7,175,10,17,0.00045744656,1.5005830526351929,0.0027664555895608343,0.2,17660,0.06829679012298584,0.0,3.119869661331177,0.0003,-0.5758043587207794
8,200,11,17,0.0037265539,1.4828474521636963,-0.005984442588582084,0.2,17670,0.05541104078292847,0.015999999642372132,3.37924964427948,0.0003,-0.6512466192245483
9,225,13,16,0.0053250385,0.45633554458618164,-0.007250504297669913,0.2,17680,-3.2349610328674316,0.023999999463558196,0.9776103615760803,0.0003,-0.3504565805196762
10,250,15,16,0.0014023852,0.1686713695526123,-0.0061412878311244866,0.2,17690,-4.5494890213012695,0.007999999821186066,0.463652691245079,0.0003,-0.21180638819932937
1,25,1,24,0.03318266,-0.019030848518013954,-0.024584194228053136,0.2,17700,-1.7617735862731934,0.15599999725818633,0.05633262358605862,0.0003,-1.2738056778907776
2,50,2,21,0.012345505,0.14302511513233185,-0.007797364631667669,0.2,17710,0.02733248472213745,0.07599999755620956,0.3814113259315491,0.0003,-1.6048646330833436
3,75,3,20,0.001728065,0.9751401543617249,-0.005310758484759504,0.2,17720,0.10499125719070435,0.007999999821186066,2.0611735939979554,0.0003,-0.4315292626619339
4,100,5,19,0.0012729072,0.22848941385746002,-0.008078963252715798,0.2,17730,-0.503419041633606,0.0,0.5267498433589936,0.0003,-0.5741946816444397
5,125,6,18,0.0070322226,0.8764646053314209,-0.004269152057823078,0.2,17740,0.06112176179885864,0.023999999463558196,1.807297682762146,0.0003,-0.4058826804161072
6,150,8,18,0.02377608,0.5328989028930664,-0.01684031686093661,0.2,17750,-0.6363844871520996,0.06399999856948853,1.245736336708069,0.0003,-1.0279784440994262
7,175,9,17,0.0002902913,0.3985188901424408,-0.0022457630175049203,0.2,17760,-3.6165647506713867,0.0,0.9982490181922913,0.0003,-0.26950775384902953
8,200,11,17,0.00088489294,0.18172021210193634,-0.0003599228681086863,0.2,17770,-1.4856224060058594,0.0,0.48350458443164823,0.0003,-0.30206438302993777
9,225,13,16,0.0059690666,0.6776536107063293,-0.007360495609696827,0.2,17780,-0.3114330768585205,0.031999999284744264,1.533881664276123,0.0003,-0.62346932888031
10,250,15,16,0.00071377755,0.2800653576850891,-0.0022442297777161,0.2,17790,-0.47925829887390137,0.0,0.7570485234260559,0.0003,-0.5332767903804779
1,25,1,23,0.007735507,0.12192171066999435,-0.0057559901166243325,0.2,17800,-0.4527701139450073,0.023999999463558196,0.27236650288105013,0.0003,-0.3725757449865341
2,50,2,21,0.12531422,0.28297489881515503,-0.052977375052869036,0.2,17810,-0.39328813552856445,0.19199999645352364,0.8335807681083679,0.0003,-0.8507359683513641
3,75,3,19,0.0006892681,5.120703220367432,-0.004874392653815817,0.2,17820,-0.009041070938110352,0.0,10.611289405822754,0.0003,-0.3691962420940399
4,100,5,19,0.027234744,0.08111311495304108,-0.008686941612511845,0.2,17830,-0.5727486610412598,0.031999999284744264,0.25692581087350846,0.0003,-0.2489480659365654
5,125,6,18,0.005777087,0.20259322226047516,-0.0064681513402618405,0.2,17840,-0.32410740852355957,0.031999999284744264,0.4498610109090805,0.0003,-0.49829737544059755
6,150,8,18,9.157896e-05,0.205964595079422,-0.0004428016934340917,0.2,17850,0.21510660648345947,0.0,0.4614756554365158,0.0003,-0.2092607483267784
7,175,9,17,0.072366446,0.07173257321119308,-0.005367378647904886,0.2,17860,-0.4567166566848755,0.05999999865889549,0.2079409897327423,0.0003,-0.2940205603837967
8,200,11,17,0.008357733,0.0734623521566391,-0.006782359946518568,0.2,17870,0.2836124897003174,0.031999999284744264,0.20698045045137406,0.0003,-0.21945503503084182
9,225,13,16,0.0064839316,0.23104910552501678,-0.00607706538157089,0.2,17880,-0.20797133445739746,0.031999999284744264,0.5313829690217972,0.0003,-0.2291763499379158
10,250,15,16,6.607771e-05,3.1503798961639404,-0.0003606264555706673,0.2,17890,-0.18964779376983643,0.0,6.65049991607666,0.0003,-0.18741919845342636
1,25,1,24,0.010574796,0.7799075245857239,-0.013811262691393367,0.2,17900,-0.001175522804260254,0.05599999874830246,1.622638726234436,0.0003,-0.6407618582248688
2,50,2,21,0.0050267624,0.34473198652267456,-0.006704279701224891,0.2,17910,0.3756359815597534,0.007999999821186066,0.9055190026760102,0.0003,-1.5830367803573608
3,75,3,20,0.00039364814,0.49825549125671387,0.0003933574996189293,0.2,17920,-2.1360015869140625,0.0,1.1680381178855896,0.0003,-0.25371025800704955
4,100,5,19,0.008304217,0.14345833659172058,-0.02572515250043921,0.2,17930,-0.18808352947235107,0.03599999919533729,0.5123031914234162,0.0003,-1.353569495677948
5,125,6,19,0.0024676013,0.1567242592573166,-0.006577019310556409,0.2,17940,-0.7236994504928589,0.011999999731779098,0.4161582708358765,0.0003,-0.1871596470475197
6,150,8,18,6.6685675e-06,0.6727570295333862,-1.6600846907266488e-05,0.2,17950,0.07898074388504028,0.0,1.3884851694107057,0.0003,-0.08722244352102279
7,175,9,17,0.012996371,0.15766452252864838,-0.019743521858937997,0.2,17960,-0.20090174674987793,0.04799999892711639,0.44719860553741453,0.0003,-0.42819309830665586
8,200,11,17,0.0017160273,2.3972156047821045,-0.006999246498307343,0.2,17970,0.1363798975944519,0.007999999821186066,4.995872163772583,0.0003,-0.5416716277599335
9,225,13,16,0.0026332496,0.504913330078125,-0.0022537946242962904,0.2,17980,-0.37533771991729736,0.015999999642372132,1.184831142425537,0.0003,-0.36612391471862793
10,250,15,16,0.017227616,0.0007085856050252914,-0.012437840100377429,0.2,17990,0.39732205867767334,0.07999999821186066,0.056545726209878924,0.0003,-0.8905708014965057
1,25,1,24,0.0007409787,1.9473004341125488,0.004254439968615742,0.2,18000,0.2016543745994568,0.0,4.141350841522216,0.0003,-0.8877195656299591
2,50,2,21,0.0009628248,0.24567493796348572,-0.002413036730141016,0.2,18010,0.08974051475524902,0.003999999910593033,0.5358617782592774,0.0003,-0.4562836676836014
3,75,3,20,0.12374483,-0.025768373161554337,-0.046011197350919984,0.2,18020,-0.08020401000976562,0.19599999561905862,0.09409544169902802,0.0003,-1.3607161879539489
4,100,5,19,0.019884905,0.5165365934371948,-0.023902692952193404,0.2,18030,-0.16015422344207764,0.05599999874830246,1.2090222716331482,0.0003,-0.6628517508506775
5,125,6,18,0.008065178,0.045308876782655716,-0.007279495254158963,0.2,18040,-0.8876165151596069,0.031999999284744264,0.12874277159571648,0.0003,-0.23869152516126632
6,150,8,18,0.0007703328,0.167080357670784,-0.002790479130926826,0.2,18050,-0.5630263090133667,0.0,0.40342494547367097,0.0003,-0.15269760191440582
7,175,9,17,0.0010889673,2.349358081817627,0.0023833660269154677,0.2,18060,-0.07469379901885986,0.003999999910593033,4.969895744323731,0.0003,-0.18286964297294617
8,200,11,17,4.863739e-07,0.4494270086288452,-2.4789094684507518e-05,0.2,18070,0.19454896450042725,0.0,1.0246531009674071,0.0003,-0.13225751966238022
9,225,13,16,0.011035351,0.08206792920827866,-0.01179232723056316,0.2,18080,-0.523124098777771,0.031999999284744264,0.2649559900164604,0.0003,-0.328709477186203
10,250,15,16,0.028844947,0.15689204633235931,-0.009748689385130937,0.2,18090,-0.02724277973175049,0.031999999284744264,0.3545240253210068,0.0003,-0.3832675516605377
1,25,1,23,0.013077256,2.30531907081604,-0.021872331669554157,0.2,18100,-0.05906081199645996,0.05599999874830246,4.75767936706543,0.0003,-0.6656186640262604
2,50,2,21,0.0048122928,0.03488284349441528,-0.008226499400800159,0.2,18110,-0.2888650894165039,0.019999999552965164,0.14773192703723909,0.0003,-0.438735756278038
3,75,3,20,0.010520937,0.0898178368806839,-0.023476751094684188,0.2,18120,0.17886292934417725,0.0559999980032444,0.3467427521944046,0.0003,-0.4866805076599121
4,100,5,19,0.019069845,0.23788082599639893,-0.02372753738798199,0.2,18130,0.14276057481765747,0.07199999839067459,0.6003845751285553,0.0003,-0.47802959382534027
5,125,6,19,0.00761497,0.37673133611679077,-0.014792225700803385,0.2,18140,-0.6945395469665527,0.02799999937415123,1.0142050564289093,0.0003,-0.6199527025222779
6,150,8,18,0.0029895497,0.4813767075538635,-0.0011105233173584138,0.2,18150,-0.10768818855285645,0.019999999552965164,1.047812384366989,0.0003,-0.22628509104251862
7,175,9,17,0.0008582067,0.2871619164943695,-0.00105573724008714,0.2,18160,0.17184901237487793,0.0,0.6254808068275451,0.0003,-0.3168406546115875
8,200,11,17,0.0010785627,0.4880187511444092,-0.0024219595494795244,0.2,18170,-0.3551774024963379,0.003999999910593033,1.0476745009422301,0.0003,-0.35124053359031676
9,225,13,16,0.00015435218,0.43074679374694824,-0.0018248697277158498,0.2,18180,-0.0293806791305542,0.0,0.8892935931682586,0.0003,-0.15921621173620223
