time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/approx_kl,train/loss,train/policy_gradient_loss,train/clip_range,train/n_updates,train/explained_variance,train/clip_fraction,train/value_loss,train/learning_rate,train/entropy_loss
7,175,10,16,0.015545871,0.1919843852519989,-0.021571326674893497,0.2,3460,-0.18676364421844482,0.05999999865889549,0.5619594722986221,0.0003,-1.2658759117126466
8,200,12,16,0.0002213621,0.4682326018810272,-0.0006404957740450357,0.2,3470,0.177423894405365,0.0,1.0476102352142334,0.0003,-0.9314412474632263
9,225,14,15,0.0038624834,0.3610628843307495,-0.012530829926952692,0.2,3480,-0.646540641784668,0.015999999642372132,0.9326639652252198,0.0003,-1.1225929975509643
10,250,16,15,0.0009203362,0.2581559121608734,-0.004053119659364768,0.2,3490,-2.37530255317688,0.0,0.8805532336235047,0.0003,-0.5944047689437866
1,25,1,22,0.0023608373,0.10209137946367264,-0.008049284940585367,0.2,3500,-1.3583104610443115,0.011999999731779098,0.27675868570804596,0.0003,-0.9168652057647705
2,50,2,19,0.009923698,0.1646728217601776,-0.027597129722126114,0.2,3510,-0.7891108989715576,0.05999999865889549,0.5013470321893692,0.0003,-1.5364370584487914
3,75,4,18,0.003656392,0.2394975870847702,-0.008956409743987592,0.2,3520,-0.5561590194702148,0.015999999642372132,0.6290895044803619,0.0003,-1.5020992755889893
4,100,5,17,0.002958176,0.44148677587509155,-0.01244905928429212,0.2,3530,-0.19327950477600098,0.007999999821186066,1.071805089712143,0.0003,-1.1247905254364015
5,125,7,17,0.00756423,0.37504827976226807,-0.015733252253383335,0.2,3540,-0.20884573459625244,0.03999999910593033,0.8863230407238006,0.0003,-0.5834591686725616
6,150,8,17,0.0009917736,0.8426490426063538,-0.006228463426930375,0.2,3550,-0.02297365665435791,0.0,2.3909149289131166,0.0003,-1.8683803796768188
7,175,10,16,0.011560989,0.14336565136909485,-0.019510102656669658,0.2,3560,-0.027867674827575684,0.05999999865889549,0.36069790422916415,0.0003,-0.9918627202510834
8,200,12,16,5.657673e-06,6.586319446563721,-0.00014795469713888565,0.2,3570,-0.1284170150756836,0.0,14.623477935791016,0.0003,-0.5980162858963013
9,225,14,15,1.7871856e-05,0.6987578868865967,-2.235937097250229e-05,0.2,3580,0.3410366177558899,0.0,1.9836516499519348,0.0003,-0.6739242732524872
10,250,16,15,0.0059165214,0.4763484597206116,-0.01623110739933331,0.2,3590,0.12707394361495972,0.04799999892711639,1.058499389886856,0.0003,-0.9320582151412964
1,25,1,21,3.1228064e-05,1.2384002208709717,0.0008475768349597956,0.2,3600,-0.4404137134552002,0.0,2.9716188430786135,0.0003,-0.7274568319320679
2,50,2,20,0.012400155,0.1490636169910431,-0.023438766621053198,0.2,3610,-2.663947105407715,0.031999999284744264,0.4656927973031998,0.0003,-1.6168194651603698
3,75,3,19,0.010829587,0.07948090136051178,-0.020646879298146813,0.2,3620,-0.1385037899017334,0.04799999892711639,0.2742274761199951,0.0003,-0.9628059685230255
4,100,5,18,0.0032105325,0.5363321304321289,-0.004962271104566795,0.2,3630,-0.11314475536346436,0.019999999552965164,1.392672336101532,0.0003,-0.9777937710285187
5,125,6,17,2.1893977e-05,0.2182687669992447,-5.729210398932594e-05,0.2,3640,-0.26775026321411133,0.0,0.5169049382209778,0.0003,-0.6317040383815765
6,150,8,17,0.0022719407,0.23136742413043976,-0.007400558142689561,0.2,3650,0.11907345056533813,0.011999999731779098,0.587301978468895,0.0003,-0.5500716865062714
7,175,10,17,0.0013817238,0.6905430555343628,-0.0025585912724199744,0.2,3660,0.1756742000579834,0.0,1.5742084622383117,0.0003,-1.253681194782257
8,200,12,16,0.0050175237,0.057753220200538635,-0.01790002962294963,0.2,3670,-0.6237661838531494,0.023999999463558196,0.2670846417546272,0.0003,-1.5235169887542725
9,225,14,15,0.00018255234,0.3628852367401123,0.0004459629008197297,0.2,3680,0.0061400532722473145,0.0,0.8030483901500702,0.0003,-0.671429717540741
10,250,15,15,0.0020323205,0.08087478578090668,-0.00680616549472326,0.2,3690,-1.4273524284362793,0.007999999821186066,0.33664243668317795,0.0003,-0.69623281955719
1,25,1,22,0.0011528325,0.102420873939991,-0.0021859313968635163,0.2,3700,-0.08106660842895508,0.0,0.2857531562447548,0.0003,-0.8495374381542206
2,50,2,20,0.0003748083,0.5181772708892822,-0.005512599054956979,0.2,3710,-5.147306442260742,0.0,1.2437455654144287,0.0003,-2.301905083656311
3,75,3,18,0.0074048587,0.03669318929314613,-0.019895072211977106,0.2,3720,-2.200824499130249,0.03599999919533729,0.36405531466007235,0.0003,-1.2404061675071716
4,100,5,18,0.01095431,0.04626822471618652,-0.015766556262970254,0.2,3730,-1.8266208171844482,0.02799999937415123,0.2105841115117073,0.0003,-1.7021777629852295
5,125,7,17,0.0029609608,0.05719708651304245,-0.012250979191623611,0.2,3740,-1.464057207107544,0.011999999731779098,0.203709277510643,0.0003,-0.5978299081325531
6,150,8,17,0.0063965726,0.30518779158592224,-0.01791629402618824,0.2,3750,-0.1252284049987793,0.03599999919533729,0.7586887896060943,0.0003,-0.951269143819809
7,175,10,16,0.011528194,0.07223305851221085,-0.009422245406080165,0.2,3760,-0.15543997287750244,0.04799999892711639,0.18938739895820617,0.0003,-0.8054018259048462
8,200,12,16,0.003202605,1.0327649116516113,-0.005941719477996798,0.2,3770,-0.2490321397781372,0.019999999552965164,2.455253338813782,0.0003,-0.7903393626213073
9,225,14,15,0.012932224,0.06106269732117653,-0.02792118397820742,0.2,3780,0.014787375926971436,0.06399999856948853,0.2953395858407021,0.0003,-1.6330939888954163
10,250,16,15,0.00261636,0.07326960563659668,-0.00697219834174021,0.2,3790,-0.8627911806106567,0.011999999731779098,0.20935660749673843,0.0003,-1.2110546946525573
1,25,1,20,0.001662488,0.7553209662437439,-0.006449474740191618,0.2,3800,-0.23188495635986328,0.0,1.6958070874214173,0.0003,-1.215020191669464
2,50,2,19,0.0046846676,0.280487984418869,-0.017312666059471838,0.2,3810,0.02767038345336914,0.003999999910593033,0.8419526517391205,0.0003,-2.4014955520629884
3,75,3,19,0.003978579,1.5409737825393677,-0.005175433258992257,0.2,3820,-0.349056601524353,0.019999999552965164,3.257553720474243,0.0003,-1.165816557407379
4,100,5,18,0.003246231,0.600361168384552,-0.011982203952735304,0.2,3830,-0.23466908931732178,0.011999999731779098,1.3333463430404664,0.0003,-1.2218185782432556
5,125,6,17,0.014750199,0.08845165371894836,-0.028076481319963875,0.2,3840,-0.5254968404769897,0.05999999865889549,0.35140694975852965,0.0003,-1.5157876491546631
6,150,8,17,0.0007537699,0.13964694738388062,-0.0040278834281199495,0.2,3850,-0.002251744270324707,0.0,0.5434718936681747,0.0003,-1.084206223487854
7,175,10,16,0.0016416025,0.5901165008544922,-0.0039054073148875545,0.2,3860,-0.9727739095687866,0.015999999642372132,1.6241544246673585,0.0003,-0.8873952984809875
8,200,12,16,0.0028446554,0.07849399000406265,-0.009036413231398921,0.2,3870,-1.3654494285583496,0.015999999642372132,0.30248898565769194,0.0003,-0.5938120007514953
9,225,14,16,1.0359287e-05,0.3308161199092865,0.0005731785147801815,0.2,3880,-0.6836060285568237,0.0,0.7603775680065155,0.0003,-0.5275990664958954
10,250,15,15,0.008083541,0.037685930728912354,-0.010138279776088766,0.2,3890,-1.708327054977417,0.03999999910593033,0.16291960775852204,0.0003,-0.5266965329647064
1,25,1,23,0.0042967987,0.07138970494270325,-0.005479292956646553,0.2,3900,0.1924305558204651,0.019999999552965164,0.16082837283611298,0.0003,-0.519151371717453
2,50,2,20,0.011033103,0.06663259118795395,-0.012985368579625955,0.2,3910,-0.49593842029571533,0.043999999016523364,0.24821072816848755,0.0003,-1.0612037658691407
3,75,3,19,0.0075126644,0.31694498658180237,-0.00459141173737585,0.2,3920,0.18563735485076904,0.031999999284744264,0.7065698623657226,0.0003,-1.2988130569458007
4,100,5,18,0.013935354,0.10110294818878174,-0.018154472840484104,0.2,3930,-0.3617393970489502,0.05999999716877937,0.2826459318399429,0.0003,-0.8692735970020294
5,125,6,18,0.030747117,0.051993973553180695,-0.021638544458895837,0.2,3940,-0.7994328737258911,0.10399999767541886,0.2089579001069069,0.0003,-1.0505451560020447
6,150,8,17,0.004719524,0.622646152973175,-0.008490505655762348,0.2,3950,-0.042591214179992676,0.023999999463558196,1.399554693698883,0.0003,-0.9769687533378602
7,175,10,17,3.3619403e-05,0.08815299719572067,0.00012052273343581277,0.2,3960,0.11819994449615479,0.0,0.19034153521060942,0.0003,-0.6438594222068786
8,200,12,16,0.0048033665,0.5342041850090027,-0.015898256216198094,0.2,3970,-0.5203741788864136,0.019999999552965164,1.4187286972999573,0.0003,-1.5981813073158264
9,225,13,16,0.0018872356,0.27851402759552,-0.007043270990485695,0.2,3980,-0.4176368713378906,0.003999999910593033,0.8520972907543183,0.0003,-0.7343175292015076
10,250,16,15,0.003917446,0.03425870090723038,-0.006810530713875806,0.2,3990,0.2472670078277588,0.019999999552965164,0.14943565875291825,0.0003,-0.9787728011608123
1,25,1,22,0.00021505594,0.9121362566947937,-0.0014595589176170875,0.2,4000,-0.07249903678894043,0.0,1.9702145457267761,0.0003,-1.1002263188362122
2,50,2,20,0.02836255,0.11390715837478638,-0.03190340286307034,0.2,4010,-1.9732282161712646,0.0879999965429306,0.3790313184261322,0.0003,-2.010646104812622
3,75,3,19,0.0020730733,2.6842432022094727,-0.012394968677312157,0.2,4020,0.08106130361557007,0.0,5.863890790939331,0.0003,-1.491791844367981
4,100,5,18,0.012728925,0.06262899935245514,-0.025841951716691368,0.2,4030,0.0187913179397583,0.05599999874830246,0.214391727745533,0.0003,-1.1690409421920775
5,125,6,18,0.010653174,0.01988493651151657,-0.022586077704094265,0.2,4040,-0.8608592748641968,0.06399999856948853,0.20196801275014878,0.0003,-1.4495906829833984
6,150,8,17,0.008015544,0.08401528000831604,-0.012904622658854415,0.2,4050,0.02927178144454956,0.04399999752640724,0.3423004910349846,0.0003,-2.1762420892715455
7,175,10,16,0.010060875,0.1265905499458313,-0.010678280588239452,0.2,4060,-0.30025601387023926,0.03999999910593033,0.41727069616317747,0.0003,-1.210961604118347
8,200,12,16,0.005797615,0.3271697163581848,-0.016323040994349825,0.2,4070,-1.1788856983184814,0.031999999284744264,0.7285386800765992,0.0003,-1.294884693622589
9,225,14,15,0.021827688,0.023853644728660583,-0.035131915848702275,0.2,4080,-0.7800202369689941,0.0879999965429306,0.20953305661678315,0.0003,-1.4152519345283507
10,250,16,15,0.004879396,0.542041540145874,0.0010198683553461763,0.2,4090,-0.10268640518188477,0.0,1.4809451341629027,0.0003,-1.1750360488891602
1,25,1,22,0.0012860107,0.1357542872428894,-0.002727394313784259,0.2,4100,-1.5396771430969238,0.003999999910593033,0.38369508385658263,0.0003,-0.8243165075778961
2,50,2,20,0.018189613,0.07566268742084503,-0.0285542517378925,0.2,4110,-0.8343077898025513,0.08399999588727951,0.3112163692712784,0.0003,-2.3267608404159548
3,75,3,19,0.010051582,1.1751532554626465,-0.02173697448708083,0.2,4120,0.41893941164016724,0.03599999919533729,2.7573097467422487,0.0003,-1.287357234954834
4,100,5,18,0.004027667,0.09882106631994247,-0.009214624279644212,0.2,4130,-2.772256374359131,0.023999999463558196,0.2804861381649971,0.0003,-1.4875059008598328
5,125,6,18,0.0013731193,0.433953195810318,-0.0034378422973095012,0.2,4140,-0.13607048988342285,0.0,1.098658275604248,0.0003,-0.755985289812088
6,150,8,17,0.00081657886,0.4336504340171814,-0.004139729851070939,0.2,4150,-0.9686737060546875,0.0,0.916939115524292,0.0003,-0.8622130513191223
7,175,10,17,0.010010634,0.19869832694530487,-0.016768321940675346,0.2,4160,-0.5500104427337646,0.04799999892711639,0.50366992354393,0.0003,-1.121878409385681
8,200,12,16,0.0013152862,0.16986608505249023,-0.0017519983792439575,0.2,4170,-0.0424809455871582,0.003999999910593033,0.49288963675498965,0.0003,-0.7989890158176423
9,225,13,16,0.024044732,0.07216000556945801,-0.02535925398021934,0.2,4180,0.03953826427459717,0.05999999865889549,0.24414840191602707,0.0003,-1.5427334189414978
10,250,16,15,0.00027691125,0.39302271604537964,0.0003721027541914168,0.2,4190,0.27333343029022217,0.0,0.936417692899704,0.0003,-0.6616013407707214
1,25,1,21,0.00080173253,1.3668217658996582,-0.00294788016076204,0.2,4200,0.08432221412658691,0.0,3.3250839948654174,0.0003,-0.7671258211135864
2,50,2,20,0.0073733446,0.25598832964897156,-0.020678169753402642,0.2,4210,-0.47668373584747314,0.04799999892711639,0.7166517615318299,0.0003,-1.1636890292167663
3,75,3,19,0.0025227617,0.36730828881263733,-0.013222394669428183,0.2,4220,-0.10374212265014648,0.003999999910593033,1.1627754747867585,0.0003,-1.211638903617859
4,100,5,18,0.0013839387,0.5480244159698486,-0.006238679273286962,0.2,4230,-0.0844736099243164,0.0,1.156122636795044,0.0003,-0.8058126449584961
5,125,6,18,0.019107455,0.048888687044382095,-0.027438806066289522,0.2,4240,-0.8309504985809326,0.07199999839067459,0.2566794157028198,0.0003,-1.7689092755317688
6,150,8,17,0.03516462,0.20211291313171387,-0.03196012296341344,0.2,4250,-0.03310585021972656,0.07599999755620956,0.5775007784366608,0.0003,-1.5796351194381715
7,175,10,16,0.019361211,0.08624464273452759,-0.0194528521960601,0.2,4260,0.019712626934051514,0.05999999865889549,0.2563254803419113,0.0003,-0.927942544221878
8,200,12,16,0.0019324445,0.6247285008430481,0.009102670378982936,0.2,4270,0.035552144050598145,0.0,1.4633738994598389,0.0003,-1.4642210841178893
9,225,13,16,0.020343121,0.10428696870803833,-0.02720302446186551,0.2,4280,-0.08198142051696777,0.06799999848008156,0.3086436212062836,0.0003,-1.1213726282119751
10,250,15,15,0.013667979,0.4423714280128479,-0.026792879605665832,0.2,4290,-0.0735090970993042,0.05199999883770943,1.1928521156311036,0.0003,-1.5357618808746338
1,25,1,22,0.0013828253,0.4202079474925995,-0.00532827746341411,0.2,4300,-0.1754394769668579,0.0,1.0101929426193237,0.0003,-1.9926931381225585
2,50,2,20,0.0044604945,0.1421196460723877,-0.013759183015674381,0.2,4310,-0.0838785171508789,0.015999999642372132,0.5783719807863236,0.0003,-2.155317687988281
3,75,3,19,0.0037059593,0.8692402839660645,-0.014762165765279178,0.2,4320,-4.495323657989502,0.023999999463558196,2.029208076000214,0.0003,-2.412254309654236
4,100,5,18,0.014154262,0.17339539527893066,-0.016108770096674618,0.2,4330,-2.2357165813446045,0.05999999940395355,0.6992993205785751,0.0003,-1.5583625912666321
5,125,6,18,0.007858891,0.22377508878707886,-0.020839352221227615,0.2,4340,-0.3155909776687622,0.02799999937415123,0.6209535121917724,0.0003,-1.6218914151191712
6,150,8,17,0.01729348,0.3146238923072815,-0.02056936942413472,0.2,4350,-0.4203397035598755,0.1119999960064888,0.8723525524139404,0.0003,-2.0516117334365847
7,175,10,16,0.01062082,0.5113359093666077,-0.02472815009113418,0.2,4360,-0.22145402431488037,0.023999999463558196,1.3806270003318786,0.0003,-1.3908390760421754
8,200,12,16,0.020168053,0.28040921688079834,-0.023758627378381726,0.2,4370,0.16604673862457275,0.13199999779462815,0.6912344813346862,0.0003,-2.0056625604629517
9,225,14,16,0.0006369853,0.9958427548408508,0.0011934508942061939,0.2,4380,-0.46053123474121094,0.0,2.737933802604675,0.0003,-1.182369601726532
10,250,15,15,0.0020878983,0.18115639686584473,-0.006312618168536943,0.2,4390,0.1627035140991211,0.011999999731779098,0.6550397247076034,0.0003,-1.2821741104125977
1,25,1,22,0.010007212,0.12033121287822723,-0.018352641384582924,0.2,4400,-1.3544044494628906,0.051999998092651364,0.3712298184633255,0.0003,-2.3341575860977173
2,50,2,20,0.009324508,0.21331292390823364,-0.01030497540382207,0.2,4410,-0.33802080154418945,0.011999999731779098,0.6408366352319718,0.0003,-1.3915441870689391
3,75,3,19,0.009648823,0.09944707155227661,-0.012400880228262422,0.2,4420,-1.5125131607055664,0.06399999856948853,0.2792599141597748,0.0003,-1.892156434059143
4,100,5,18,0.0023280072,0.43735018372535706,0.009216570317745188,0.2,4430,-0.4146277904510498,0.0,1.023527443408966,0.0003,-1.5450551390647889
5,125,7,17,0.0010380697,0.3926618695259094,-0.003777492477092892,0.2,4440,-0.3428361415863037,0.0,0.8717009723186493,0.0003,-1.0559783816337585
6,150,8,17,0.0026672338,0.08321204781532288,-0.015904694834723898,0.2,4450,-0.1507195234298706,0.003999999910593033,0.4245163112878799,0.0003,-1.4345679998397827
7,175,10,16,0.00014979123,0.3894626796245575,-0.0002545130212130431,0.2,4460,-1.164008378982544,0.0,0.7919007241725922,0.0003,-1.0937692046165466
8,200,12,16,0.008889076,1.333380937576294,-0.018050087175332054,0.2,4470,-0.5695525407791138,0.031999999284744264,3.094799447059631,0.0003,-1.7212903261184693
9,225,14,15,0.055365924,0.1679997444152832,-0.04121190531179266,0.2,4480,-0.1993924379348755,0.09199999794363975,0.6802659630775452,0.0003,-2.9236786127090455
10,250,16,15,0.03868034,0.030670829117298126,-0.039665576212107825,0.2,4490,-0.16887187957763672,0.15999999344348909,0.2833621338009834,0.0003,-1.8588557958602905
1,25,1,22,0.0026345418,0.5058844089508057,0.007872653460130153,0.2,4500,-0.6645588874816895,0.0,1.1205713987350463,0.0003,-2.0178009152412413
2,50,2,20,0.0010418415,1.887933611869812,-0.006248181173112499,0.2,4510,-0.03677165508270264,0.0,4.035190773010254,0.0003,-1.164082133769989
3,75,3,19,0.005947745,1.6553122997283936,-0.015587686127284606,0.2,4520,0.04703938961029053,0.019999999552965164,3.973529744148254,0.0003,-1.6142773985862733
4,100,5,18,0.015944969,0.10961911082267761,-0.023244986643316246,0.2,4530,-1.6187736988067627,0.03999999910593033,0.38029358088970183,0.0003,-1.493303084373474
5,125,6,18,0.0054420684,1.3131266832351685,-0.02206320815067784,0.2,4540,-1.172609806060791,0.015999999642372132,2.8620183944702147,0.0003,-1.2127944588661195
6,150,8,17,0.09846956,-0.011062989011406898,-0.031285640873014844,0.2,4550,-0.22773385047912598,0.1719999983906746,0.06856154724955558,0.0003,-1.7195362329483033
7,175,10,16,0.003608396,0.3273788094520569,-0.01327576348744337,0.2,4560,0.398831307888031,0.007999999821186066,0.8360982358455658,0.0003,-0.8118177711963653
8,200,12,16,0.0030330562,0.21560844779014587,-0.006180337613797704,0.2,4570,-0.21313881874084473,0.011999999731779098,0.4909584611654282,0.0003,-0.6878888845443726
9,225,14,15,0.0021487975,0.26754531264305115,-0.00806212737411265,0.2,4580,-0.022823333740234375,0.003999999910593033,0.7773374080657959,0.0003,-0.9185311555862427
10,250,15,15,0.004136884,0.6886306405067444,-0.014816667325794697,0.2,4590,-0.9122810363769531,0.011999999731779098,1.4810648441314698,0.0003,-0.7808317601680755
1,25,1,20,4.3878554e-05,1.3522093296051025,2.5816200955830482e-05,0.2,4600,-0.15527129173278809,0.0,3.0071099042892455,0.0003,-0.6288471400737763
2,50,2,19,0.004546163,0.32771801948547363,-0.013655794953926659,0.2,4610,-0.4679219722747803,0.019999999552965164,0.8192940950393677,0.0003,-0.9094441533088684
3,75,4,18,0.004255843,0.12960676848888397,-0.01539795867679743,0.2,4620,0.566312313079834,0.019999999552965164,0.4986057072877884,0.0003,-1.3036162376403808
4,100,5,18,0.007657516,0.12883974611759186,-0.012447532965336006,0.2,4630,0.18747437000274658,0.03599999919533729,0.427773642539978,0.0003,-0.925266432762146
5,125,7,17,0.00023129939,0.34284889698028564,-9.597682286397458e-05,0.2,4640,-1.5388808250427246,0.0,1.032625675201416,0.0003,-0.5905231416225434
6,150,8,16,0.0031538988,0.05708260089159012,-0.01724831423349684,0.2,4650,-0.15106379985809326,0.023999999463558196,0.18843584060668944,0.0003,-0.6577629923820496
7,175,10,16,0.00822716,2.205690622329712,-0.011206643850076147,0.2,4660,-0.1542360782623291,0.019999999552965164,4.769007968902588,0.0003,-1.5867497205734253
8,200,12,15,0.012222125,0.18065926432609558,-0.02121061487309639,0.2,4670,-0.4858585596084595,0.06799999848008156,0.510691550374031,0.0003,-1.7167932629585265
9,225,14,15,0.0006110668,0.23926757276058197,-0.0020100996043765917,0.2,4680,-0.3049508333206177,0.0,0.5603437572717667,0.0003,-0.8850597441196442
10,250,16,15,6.3326355e-05,0.12146643549203873,-0.0013324725461426822,0.2,4690,-1.4342637062072754,0.0,0.3778608813881874,0.0003,-0.5655165135860443
1,25,1,22,0.004832704,0.43753620982170105,-0.016232331334671102,0.2,4700,-0.22712945938110352,0.02799999937415123,0.9865545690059662,0.0003,-1.0952284693717957
2,50,2,20,0.0002477169,2.137394428253174,-0.0010359658983070564,0.2,4710,-0.14962589740753174,0.0,4.76101770401001,0.0003,-0.9102593839168549
3,75,3,19,0.017453343,0.08947114646434784,-0.01657198491878802,0.2,4720,-0.4451981782913208,0.023999999463558196,0.28075808137655256,0.0003,-1.1961472153663635
4,100,5,18,0.00041923285,0.23044516146183014,-0.0011498808403267446,0.2,4730,0.15947502851486206,0.0,0.5305278360843658,0.0003,-0.5519664049148559
5,125,6,18,0.0011511373,0.06406799703836441,-0.0017859194029588466,0.2,4740,-0.020224332809448242,0.011999999731779098,0.2612237721681595,0.0003,-0.4729230016469955
6,150,8,17,0.002277758,2.665522813796997,-0.00834712727181568,0.2,4750,-1.4515602588653564,0.007999999821186066,5.540127468109131,0.0003,-0.8125905513763427
7,175,10,16,0.0017245865,0.2867606282234192,-0.0013852398079180262,0.2,4760,-4.22830057144165,0.0,0.7978334486484527,0.0003,-1.0828046202659607
8,200,12,16,0.0012123012,0.7521881461143494,-0.0074460687556999975,0.2,4770,-0.25258195400238037,0.003999999910593033,1.9610334992408753,0.0003,-1.0739361882209777
9,225,13,16,0.00048413037,0.24428462982177734,-0.002454477238251229,0.2,4780,-0.15857446193695068,0.0,0.506012424826622,0.0003,-0.6333375692367553
10,250,15,15,0.0008425593,0.08188008517026901,-0.002745720059086665,0.2,4790,-0.3525862693786621,0.0,0.2177673801779747,0.0003,-0.5587519943714142
1,25,1,20,0.010455957,0.046604715287685394,-0.01439380871038871,0.2,4800,-0.07197952270507812,0.043999999016523364,0.17969453632831572,0.0003,-1.1029255747795106
2,50,2,19,0.00013987064,0.15417784452438354,0.0006834752476716055,0.2,4810,-0.5655381679534912,0.0,0.33049769401550294,0.0003,-0.5137414872646332
3,75,3,18,6.377697e-06,0.4213050603866577,-0.0001391849516293675,0.2,4820,0.5515324175357819,0.0,1.0007003724575043,0.0003,-0.6865310788154602
4,100,5,18,0.0009184122,2.2548961639404297,-0.008376663417554654,0.2,4830,0.0049784183502197266,0.0,5.284168481826782,0.0003,-0.6536140501499176
5,125,6,17,0.009019844,0.2524203658103943,-0.006929511552210865,0.2,4840,0.42983299493789673,0.031999999284744264,0.6274057626724243,0.0003,-0.8590469598770142
6,150,8,17,0.004564326,0.5351451635360718,-0.012290692414622838,0.2,4850,-0.1592651605606079,0.023999999463558196,1.2694657683372497,0.0003,-1.1989699840545653
7,175,10,16,0.013905029,0.008097857236862183,-0.03344883157312868,0.2,4860,-0.6101837158203125,0.06399999856948853,0.18571371585130692,0.0003,-0.9303299963474274
8,200,12,16,0.0022588777,0.25917288661003113,-0.005479792318205057,0.2,4870,-0.9411957263946533,0.003999999910593033,0.6499605238437652,0.0003,-1.0979589700698853
9,225,14,15,0.0017388748,0.3059532344341278,-0.0027477212275840656,0.2,4880,0.03704023361206055,0.003999999910593033,0.8780506551265717,0.0003,-0.6505043268203735
10,250,16,15,0.0034339498,0.22828041017055511,-0.01277986210351827,0.2,4890,0.27080005407333374,0.019999999552965164,0.5438409268856048,0.0003,-0.7339433372020722
1,25,1,21,0.0003126478,0.11677519232034683,0.004534285716712461,0.2,4900,-0.19183778762817383,0.0,0.3643179416656494,0.0003,-0.5511932492256164
2,50,2,20,0.00059298275,0.4775656759738922,-0.001318608034169344,0.2,4910,-0.12716245651245117,0.0,1.3748996555805206,0.0003,-1.0263744115829467
3,75,3,19,0.02238995,0.07500368356704712,-0.01729641592688864,0.2,4920,-0.7202959060668945,0.05199999883770943,0.3624250695109367,0.0003,-1.3722949743270874
4,100,5,18,3.4840104e-05,0.3880138695240021,-0.0008458952506771311,0.2,4930,-2.3437695503234863,0.0,0.9741156280040741,0.0003,-0.5793517351150512
5,125,6,18,7.46727e-06,0.6344929337501526,-0.00017933797332805312,0.2,4940,-1.509261131286621,0.0,1.516792404651642,0.0003,-0.6192039430141449
6,150,8,17,0.008377115,1.4285489320755005,-0.010371836812701929,0.2,4950,0.13540208339691162,0.03599999919533729,2.987522292137146,0.0003,-1.3085849404335022
7,175,10,16,0.012551667,0.32963982224464417,-0.0126271057757549,0.2,4960,-0.4073590040206909,0.059999997913837436,0.7800500512123107,0.0003,-1.3869796872138977
8,200,12,16,0.03353801,0.20674815773963928,-0.03128716225922119,0.2,4970,-0.4214746952056885,0.10799999535083771,0.6643293857574463,0.0003,-1.5564913392066955
9,225,13,16,0.0008005142,0.6593146920204163,-0.000571221456571891,0.2,4980,-0.7373855113983154,0.0,1.408008372783661,0.0003,-1.5231549382209777
10,250,15,15,0.0009935164,1.2012664079666138,-0.005111911170300942,0.2,4990,-0.15189027786254883,0.0,2.532462954521179,0.0003,-1.2960492610931396
1,25,1,19,0.035781752,0.35822784900665283,-0.03650167102552952,0.2,5000,0.08729350566864014,0.10799999758601189,0.8822020828723908,0.0003,-1.3572413325309753
2,50,2,19,0.006158371,0.07134519517421722,-0.006504660829902064,0.2,5010,-0.5359387397766113,0.03999999910593033,0.21237220615148544,0.0003,-1.228517997264862
3,75,4,18,0.014190876,0.9220724701881409,-0.020170998604037038,0.2,5020,0.14886552095413208,0.04799999892711639,2.0731880187988283,0.0003,-1.4163502335548401
4,100,5,18,0.011221177,0.154127299785614,-0.010950879849958994,0.2,5030,0.015536308288574219,0.03999999910593033,0.40374201238155366,0.0003,-1.3204152464866639
5,125,7,17,0.0031373738,7.556002616882324,-0.005881119630532084,0.2,5040,-0.05118846893310547,0.015999999642372132,16.036938285827638,0.0003,-1.3985735893249511
6,150,8,17,0.013529157,0.10565342009067535,-0.0258794413590806,0.2,5050,0.4142666459083557,0.07599999830126762,0.31382382810115816,0.0003,-1.7656843185424804
7,175,10,16,0.031247612,0.23175619542598724,-0.029267272474244523,0.2,5060,-0.6299508810043335,0.13599999994039536,0.6201527833938598,0.0003,-1.1184157729148865
8,200,12,16,0.0037488316,0.2140749990940094,-0.002860583745670553,0.2,5070,-0.7309014797210693,0.011999999731779098,0.4761445701122284,0.0003,-0.9913710594177246
9,225,14,15,0.0014291739,1.6119765043258667,-0.0024748017273374502,0.2,5080,-0.14191603660583496,0.0,3.622064137458801,0.0003,-0.8473876714706421
10,250,16,15,0.03156044,0.34985649585723877,-0.04464886128157382,0.2,5090,0.02922844886779785,0.13999999463558196,0.8961714684963227,0.0003,-0.9911619007587433
1,25,1,23,0.0059050582,0.07651041448116302,-0.00783627278497434,0.2,5100,-0.030920743942260742,0.011999999731779098,0.21712275892496108,0.0003,-1.4695529341697693
2,50,2,20,0.0057168147,0.6230030655860901,-0.008175951998681086,0.2,5110,-0.14591193199157715,0.011999999731779098,1.5151304721832275,0.0003,-0.8640150964260102
3,75,3,19,0.0009307766,2.0937695503234863,-0.0005771584513134087,0.2,5120,0.07853692770004272,0.0,4.232750701904297,0.0003,-1.0482011437416077
4,100,5,19,0.0022586274,0.23721012473106384,-0.00719391727074985,0.2,5130,-1.1035854816436768,0.011999999731779098,0.5448559433221817,0.0003,-0.9865896821022033
5,125,6,18,0.0049280287,0.5137680768966675,-0.01047349113039644,0.2,5140,0.1050301194190979,0.007999999821186066,1.1006637215614319,0.0003,-0.9153494954109191
6,150,8,17,0.022878127,0.178142249584198,-0.014275718406774019,0.2,5150,0.41299790143966675,0.08799999728798866,0.4253221094608307,0.0003,-1.08153076171875
