time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/value_loss,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/clip_range,train/explained_variance,train/n_updates,train/clip_fraction,train/loss,train/entropy_loss
75,3,19,3,33.61909446716309,-0.0036973327556623302,0.0015567112,0.0003,0.2,-0.00500798225402832,9820,0.0,16.43695640563965,-0.5431646287441254
100,4,18,5,0.601122260093689,-0.0010247857340800691,0.0008061385,0.0003,0.2,-0.1829289197921753,9830,0.0,0.288493812084198,-0.7037826776504517
125,5,17,7,0.8045760691165924,-0.0003739449949208051,4.5394895e-06,0.0003,0.2,-0.09615600109100342,9840,0.0,0.3089699447154999,-0.3201945275068283
150,6,17,8,0.5053171277046203,-0.051168141566217074,0.24465874,0.0003,0.2,-0.033751726150512695,9850,0.20399999916553496,0.1361721009016037,-1.726041328907013
175,7,16,10,2.990048575401306,-0.006163158108945766,0.0020487164,0.0003,0.2,-0.017940878868103027,9860,0.019999999552965164,1.4781547784805298,-0.6414860546588897
200,8,16,12,5.784991836547851,0.0016905111789237814,0.00023225784,0.0003,0.2,0.028329014778137207,9870,0.0,2.7314255237579346,-0.3869740754365921
225,9,15,14,0.3206568121910095,-0.00954632932832471,0.0079435725,0.0003,0.2,0.0692296028137207,9880,0.02799999937415123,0.1401222050189972,-0.39721287190914156
250,10,15,16,2.1747766971588134,-0.010403322574681795,0.012170555,0.0003,0.2,0.006383955478668213,9890,0.02799999937415123,1.0524235963821411,-0.5100519776344299
25,1,21,1,0.10213913246989251,-0.024074476145207767,0.055110138,0.0003,0.2,-0.052335262298583984,9900,0.12799999639391899,-0.0015977099537849426,-1.1956971168518067
50,2,19,2,0.3105099081993103,-0.006724724080442002,0.0117739625,0.0003,0.2,-0.33057332038879395,9910,0.023999999463558196,0.13296344876289368,-0.7339542746543884
75,3,18,3,5.421603107452393,4.912208864737977e-05,0.00017331123,0.0003,0.2,0.0038915276527404785,9920,0.0,2.6635372638702393,-0.45569134652614596
100,4,18,5,4.2904393672943115,-0.0018773693816036996,0.00018167734,0.0003,0.2,-0.05226171016693115,9930,0.0,1.9897059202194214,-0.7158030152320862
125,5,17,7,2.549138140678406,-0.0011943456913577678,0.00011435747,0.0003,0.2,0.02368783950805664,9940,0.0,1.1349117755889893,-0.42273634672164917
150,6,17,8,4.6012836456298825,-0.0011795444212985729,0.000104665756,0.0003,0.2,0.2605639100074768,9950,0.0,2.0941877365112305,-0.7379229366779327
175,7,16,10,4.844346809387207,-0.000585294003831649,0.000495584,0.0003,0.2,-0.288704514503479,9960,0.0,2.2744486331939697,-0.32551454901695254
200,8,16,12,0.5536225318908692,-0.007252674052725183,0.0072427676,0.0003,0.2,-0.5042961835861206,9970,0.019999999552965164,0.2525651454925537,-0.43618804812431333
225,9,15,14,1.0151121616363525,-0.0007589776519452585,0.0002758908,0.0003,0.2,-1.084812879562378,9980,0.0,0.44920632243156433,-0.24507525861263274
250,10,15,16,6.1262188911437985,-0.0023196553289594134,0.00060777663,0.0003,0.2,-0.013899683952331543,9990,0.0,3.018568754196167,-0.46543542444705965
25,1,22,1,1.2202710032463073,-0.00141090363892733,2.427101e-05,0.0003,0.2,0.08330905437469482,10000,0.0,0.5824684500694275,-0.49313035905361174
50,2,20,2,1.8633832335472107,-0.015188279936089089,0.01773544,0.0003,0.2,-0.014788150787353516,10010,0.11599999442696571,0.8774106502532959,-1.4839472413063048
75,3,19,3,12.922070026397705,0.00027918719797170866,4.760742e-05,0.0003,0.2,0.11129492521286011,10020,0.0,6.290429592132568,-0.47714977264404296
100,4,19,5,1.2800841689109803,-0.000340679760804008,0.0002803993,0.0003,0.2,0.23929095268249512,10030,0.0,0.5626065135002136,-0.607253623008728
125,5,18,6,0.592839777469635,-0.0032465351901194593,0.0073731374,0.0003,0.2,0.05950957536697388,10040,0.043999999016523364,0.2745770215988159,-0.706844425201416
150,6,17,8,6.74856276512146,-0.0017038969713041752,0.0001643467,0.0003,0.2,-0.11467790603637695,10050,0.0,3.018338203430176,-0.5688741028308868
175,7,17,10,0.7491259455680848,-0.0029982518134637815,0.00029736996,0.0003,0.2,0.2744985818862915,10060,0.0,0.3274388313293457,-0.34010090827941897
200,8,16,12,0.29810715317726133,-0.0050526385902195155,0.0014845061,0.0003,0.2,-0.974812388420105,10070,0.0,0.12202750146389008,-0.25829282104969026
225,9,15,14,0.08832893520593643,-0.009187044406513457,0.013091714,0.0003,0.2,-0.4838920831680298,10080,0.07599999755620956,0.01712474785745144,-2.0326648235321043
250,10,15,16,0.5324218958616257,-0.02988389121601358,0.02928153,0.0003,0.2,0.08715546131134033,10090,0.1319999948143959,0.16548816859722137,-2.5654705286026003
25,1,21,1,0.0856060191988945,-0.01841163651272666,0.03225023,0.0003,0.2,-0.6804051399230957,10100,0.10799999684095382,-0.0004064589738845825,-1.1498602747917175
50,2,19,2,0.02248956011608243,-0.010733817073516505,0.057796497,0.0003,0.2,-0.5622327327728271,10110,0.07599999830126762,-0.01575663313269615,-1.088983678817749
75,3,19,3,0.5180807650089264,-0.01927129951491935,0.047781862,0.0003,0.2,0.07692605257034302,10120,0.2199999913573265,0.21249109506607056,-2.9104766607284547
100,4,18,5,1.5284191489219665,-0.001952268919209388,0.00015672206,0.0003,0.2,-0.13134551048278809,10130,0.0,0.722258985042572,-0.2836123049259186
125,5,17,7,0.22618914097547532,-0.0018638140463735908,0.00021055221,0.0003,0.2,0.29840266704559326,10140,0.0,0.08408044278621674,-0.359261566400528
150,6,17,8,6.072723293304444,-2.3549317828042148e-05,9.536743e-09,0.0003,0.2,-0.2964324951171875,10150,0.0,2.799480438232422,-0.10270556807518005
175,7,16,10,0.21437559574842452,-0.007386349424719896,0.015521104,0.0003,0.2,0.1180797815322876,10160,0.03999999910593033,0.0829259604215622,-0.5538073658943177
200,8,16,12,3.832602524757385,-0.010579804661683312,0.0014674996,0.0003,0.2,0.12630385160446167,10170,0.0,1.887746810913086,-0.24949727207422256
225,9,15,14,0.6237706959247589,-0.012075609779451213,0.009190142,0.0003,0.2,-0.5310393571853638,10180,0.03999999910593033,0.25143298506736755,-0.7381511092185974
250,10,15,16,0.061128563806414606,-0.02368041031621395,0.032719303,0.0003,0.2,-0.5589864253997803,10190,0.06799999848008156,-0.0031110309064388275,-0.6294763803482055
25,1,22,1,0.3907893806695938,-0.004636537039885269,0.017264664,0.0003,0.2,-0.7051807641983032,10200,0.019999999552965164,0.16644755005836487,-0.42876086831092836
50,2,20,2,0.005395315866917372,-0.021769661126658235,0.017489135,0.0003,0.2,-1.2931418418884277,10210,0.13999999612569808,-0.044406525790691376,-1.702772843837738
75,3,19,3,1.739301824569702,-0.030069788267836017,0.011052344,0.0003,0.2,-0.009974479675292969,10220,0.07599999681115151,0.7910637259483337,-0.68614262342453
100,4,18,5,0.360560867190361,-0.018686088577378256,0.01796217,0.0003,0.2,-0.439847469329834,10230,0.043999999016523364,0.1319628357887268,-0.7141073048114777
125,5,17,6,1.2004114031791686,-0.0013946613946464125,0.00090247154,0.0003,0.2,-0.3247321844100952,10240,0.0,0.49008268117904663,-0.6108771681785583
150,6,17,8,1.7364092230796815,-0.013596518767066357,0.011417617,0.0003,0.2,0.019777297973632812,10250,0.023999999463558196,0.7907655835151672,-0.6306611597537994
175,7,16,10,0.949722170829773,-0.008680207071825841,0.008770478,0.0003,0.2,-0.6361246109008789,10260,0.023999999463558196,0.3818426728248596,-0.19091005623340607
200,8,15,12,2.8177669525146483,-0.007589694532565794,0.0049817776,0.0003,0.2,-0.06097996234893799,10270,0.03999999910593033,1.3880078792572021,-0.41905118227005006
225,9,15,14,0.029181669093668462,-0.019166822596453414,0.014532158,0.0003,0.2,-0.3194049596786499,10280,0.05999999865889549,-0.025289207696914673,-0.7748417019844055
250,10,15,16,6.696086359024048,-0.009706191528821151,0.00423146,0.0003,0.2,0.01128840446472168,10290,0.0,3.24198842048645,-0.920652049779892
25,1,20,1,0.1735345020890236,-0.018333521615713267,0.011246238,0.0003,0.2,-0.49309825897216797,10300,0.07199999764561653,0.04808695614337921,-1.3815584659576416
50,2,19,2,0.04639120176434517,-0.023860243929550506,0.021223629,0.0003,0.2,0.29150623083114624,10310,0.09999999776482582,-0.01935700513422489,-1.2832114934921264
75,3,19,3,0.07201241627335549,-0.028169643098488704,0.026370015,0.0003,0.2,-0.45579659938812256,10320,0.12799999639391899,-0.03278255835175514,-1.694800889492035
100,4,18,5,0.2899711787700653,-0.020080262441187813,0.013309345,0.0003,0.2,-0.04508316516876221,10330,0.04799999892711639,0.08742879331111908,-0.5398349940776825
125,5,18,6,5.708525943756103,-0.01272381227323791,0.0066044684,0.0003,0.2,0.04429221153259277,10340,0.03599999919533729,2.810774326324463,-0.3894079864025116
150,6,17,8,2.502684783935547,-0.0010948674431418225,0.00011737108,0.0003,0.2,0.024093031883239746,10350,0.0,1.1549956798553467,-0.6889851570129395
175,7,16,10,0.07176389619708061,-0.02275466760247937,0.020119268,0.0003,0.2,-0.33704841136932373,10360,0.08799999579787254,-0.00032077357172966003,-0.9997781872749328
200,8,16,12,0.2534032166004181,-0.031508832637220506,0.020378347,0.0003,0.2,-0.1005699634552002,10370,0.08799999728798866,0.06383287906646729,-1.5247788071632384
225,9,16,13,0.04716305434703827,-0.0011902079207359861,0.002147014,0.0003,0.2,-0.16300737857818604,10380,0.011999999731779098,0.016256902366876602,-0.5783775627613068
250,10,15,15,0.055694076046347615,-0.021022042436524658,0.051484536,0.0003,0.2,-0.6411718130111694,10390,0.11999999582767487,-0.015567118301987648,-1.045858907699585
25,1,21,1,0.03666233941912651,-0.03488742660358497,0.06423879,0.0003,0.2,-0.1699371337890625,10400,0.33199999034404754,-0.027186846360564232,-2.623550844192505
50,2,20,2,1.0906373262405396,-0.009608220426132163,0.0067097377,0.0003,0.2,-0.0049037933349609375,10410,0.023999999463558196,0.47039416432380676,-1.327799391746521
75,3,19,3,0.5313136786222458,-0.005695646874140969,0.0039331815,0.0003,0.2,0.037666141986846924,10420,0.019999999552965164,0.2371273636817932,-0.3403573900461197
100,4,18,5,6.421666431427002,0.00020356273322974516,0.0012858796,0.0003,0.2,-0.011717438697814941,10430,0.0,3.0105741024017334,-0.8183635115623474
125,5,18,6,0.10697205662727356,-0.029588034698739562,0.014737923,0.0003,0.2,0.026104986667633057,10440,0.07199999764561653,-0.012488089501857758,-0.854456615447998
150,6,17,8,0.015251964889466762,-0.002662125534378035,0.018792152,0.0003,0.2,0.5868142545223236,10450,0.12799999564886094,0.0036801539827138186,-1.5894496440887451
175,7,16,10,0.21550870388746263,-0.010431550001725753,0.010758147,0.0003,0.2,-0.09671688079833984,10460,0.051999998092651364,0.06146741658449173,-1.3330522775650024
200,8,16,12,1.38165203332901,-0.0017220320431516,0.0017427397,0.0003,0.2,0.09135407209396362,10470,0.003999999910593033,0.6710031628608704,-1.0943847298622131
225,9,15,14,1.6748565793037415,-0.0034858490079640704,0.00075628515,0.0003,0.2,-0.28103041648864746,10480,0.0,0.7969006896018982,-0.4709905445575714
250,10,15,16,0.14881184548139573,-0.024229367911815736,0.019898104,0.0003,0.2,-0.26373279094696045,10490,0.11199999824166298,0.021656233817338943,-1.969247281551361
25,1,22,1,0.029745346494019033,-0.0148237076762598,0.014729066,0.0003,0.2,0.0562061071395874,10500,0.17999999597668648,-0.02692311257123947,-2.103900122642517
50,2,19,2,0.08491193279623985,-0.022538039698265778,0.016010169,0.0003,0.2,-0.7242605686187744,10510,0.07999999821186066,-0.006591234356164932,-1.0789386749267578
75,3,18,4,0.05264811813831329,-0.025105624467133936,0.024257932,0.0003,0.2,0.3252760171890259,10520,0.1719999946653843,-0.031585484743118286,-2.388923978805542
100,4,18,5,0.7752926290035248,-0.011465418796986171,0.012761871,0.0003,0.2,-0.062073349952697754,10530,0.05599999874830246,0.325160950422287,-2.250199866294861
125,5,17,7,0.08389861136674881,-0.03850988493207837,0.01749544,0.0003,0.2,-0.0020858049392700195,10540,0.08799999803304673,-0.01599150523543358,-1.3991193652153016
150,6,16,8,0.05487116128206253,-0.026396729329368186,0.027177839,0.0003,0.2,0.2134857177734375,10550,0.09199999645352364,-0.026682663708925247,-1.740877056121826
175,7,16,10,1.2588149428367614,-0.012291655941866254,0.0040939376,0.0003,0.2,-0.20148777961730957,10560,0.015999999642372132,0.5659800171852112,-0.42930870354175565
200,8,15,12,0.3092515379190445,-0.019517570984550047,0.014896263,0.0003,0.2,-0.4929497241973877,10570,0.043999999016523364,0.07467222213745117,-1.4399521708488465
225,9,15,14,0.03411322506144643,-0.0005114407356884953,0.00026366234,0.0003,0.2,0.3005172610282898,10580,0.0,0.006466244347393513,-0.9250274240970612
250,10,15,15,0.4221294581890106,-0.008224790424105777,0.03750501,0.0003,0.2,-0.13656973838806152,10590,0.05999999865889549,0.14797383546829224,-0.5339327037334443
25,1,22,1,1.1984174847602844,-0.0019254016488559956,0.0039122747,0.0003,0.2,-0.009083986282348633,10600,0.023999999463558196,0.5373505353927612,-0.47965680360794066
50,2,19,2,0.30968170166015624,-0.00878424775693567,0.0051879548,0.0003,0.2,0.09845733642578125,10610,0.019999999552965164,0.1332034021615982,-2.158059501647949
75,3,18,4,0.3519524097442627,-0.0179393601506014,0.01085834,0.0003,0.2,-0.19317889213562012,10620,0.04799999892711639,0.12945407629013062,-0.600429368019104
100,4,17,5,0.12979784682393075,0.0009925178769044861,0.0017422222,0.0003,0.2,0.049213707447052,10630,0.0,0.04709850624203682,-1.4872350454330445
125,5,17,7,0.09004181995987892,-0.028878100232222436,0.04292117,0.0003,0.2,0.43655097484588623,10640,0.16399999260902404,-0.008215319365262985,-1.5635411024093628
150,6,16,8,0.3451596051454544,-0.022073743099346822,0.036106426,0.0003,0.2,-0.3890993595123291,10650,0.09999999701976776,0.11904418468475342,-0.5657278597354889
175,7,16,10,0.15350557565689088,-0.013598173331003594,0.011576237,0.0003,0.2,0.06725555658340454,10660,0.02799999937415123,0.0205375999212265,-0.9132796645164489
200,8,16,12,0.4039539903402328,-0.01815378488227708,0.059009675,0.0003,0.2,-0.0715407133102417,10670,0.11999999582767487,0.17229029536247253,-1.1256667137145997
225,9,15,14,0.27884005159139635,-0.006574862264562853,0.005380065,0.0003,0.2,-0.20252037048339844,10680,0.019999999552965164,0.10881936550140381,-1.8924096822738647
250,10,15,15,1.0251444101333618,-0.005395271623973486,0.0018722176,0.0003,0.2,-0.06735002994537354,10690,0.007999999821186066,0.44472506642341614,-0.6142647683620452
25,1,21,1,0.030204019322991372,-0.037668471744284206,0.027211692,0.0003,0.2,-0.02346515655517578,10700,0.15199999511241913,-0.04510844498872757,-2.248671269416809
50,2,21,2,1.5345498085021974,-0.005242235071724366,0.004728467,0.0003,0.2,-0.007421612739562988,10710,0.023999999463558196,0.684921145439148,-1.2601112008094788
75,3,19,3,0.24632806330919266,-0.025161528112366226,0.017345132,0.0003,0.2,0.013342201709747314,10720,0.043999999016523364,0.0429944209754467,-2.0373507022857664
100,4,18,5,0.5636069178581238,-0.02969333866238628,0.023865541,0.0003,0.2,-0.12279951572418213,10730,0.05599999874830246,0.2345258891582489,-0.4627432435750961
125,5,18,6,0.1923667848110199,-0.002191762414528142,0.0039268183,0.0003,0.2,0.08839970827102661,10740,0.02799999937415123,0.07045535743236542,-0.6175171077251435
150,6,17,8,7.2709776878356935,0.000447227941607764,2.6745796e-05,0.0003,0.2,0.04887312650680542,10750,0.0,3.369807481765747,-0.4706135630607605
175,7,16,10,4.8385645866394045,-0.007982235986739462,0.026846465,0.0003,0.2,-0.024606823921203613,10760,0.03999999910593033,2.3780429363250732,-0.6376951515674592
200,8,16,12,0.4403717666864395,-0.013094538873527028,0.0067122816,0.0003,0.2,0.013563334941864014,10770,0.023999999463558196,0.16230612993240356,-1.0437007069587707
225,9,15,14,2.590877819061279,-0.010400084910448016,0.0058905696,0.0003,0.2,0.00991588830947876,10780,0.019999999552965164,1.1935087442398071,-1.3342793464660645
250,10,15,15,2.484030246734619,-0.0077077100867462885,0.002856369,0.0003,0.2,0.02438300848007202,10790,0.015999999642372132,1.1290390491485596,-1.4458649158477783
25,1,24,1,0.2853450194001198,-0.02791420052293745,0.036684096,0.0003,0.2,-0.09732222557067871,10800,0.07599999830126762,0.08998525887727737,-1.468326997756958
50,2,22,2,0.2986062318086624,-0.01895928071858357,0.015169718,0.0003,0.2,0.03241783380508423,10810,0.08799999803304673,0.10357894003391266,-1.3600829601287843
75,3,20,3,0.0994689255952835,-0.006776522114872563,0.011591332,0.0003,0.2,-0.17657876014709473,10820,0.03999999910593033,0.021832456812262535,-1.7912745833396913
100,4,19,5,0.19155236184597016,-0.03835558453435084,0.032123692,0.0003,0.2,0.034716129302978516,10830,0.15199999809265136,0.02458111196756363,-1.8001171350479126
125,5,19,6,0.0032646194333210586,-0.041212370444089166,0.045073394,0.0003,0.2,0.47620558738708496,10840,0.19199999794363976,-0.0580047108232975,-2.504675507545471
150,6,17,8,0.004647262999787927,-0.013811940109007992,0.009427233,0.0003,0.2,0.12102824449539185,10850,0.0879999965429306,-0.02650739625096321,-1.3196112513542175
175,7,16,10,0.0018194286152720452,-0.026103158444166042,0.043693848,0.0003,0.2,0.41108840703964233,10860,0.1639999970793724,-0.0376010425388813,-1.5641859531402589
200,8,16,12,0.16690302789211273,-0.005816414235625444,0.0076559233,0.0003,0.2,-0.05411660671234131,10870,0.04799999892711639,0.05510761961340904,-0.6871552705764771
225,9,16,13,0.27221713960170746,-0.0071377194409723895,0.006635704,0.0003,0.2,0.036801278591156006,10880,0.031999999284744264,0.11750515550374985,-1.0369781851768494
250,10,15,15,1.335470235347748,-0.018873194103129265,0.011683752,0.0003,0.2,-0.01928234100341797,10890,0.05599999874830246,0.6227313280105591,-1.3801461696624755
25,1,17,1,1.8874505639076233,-0.01073906376399103,0.0035996602,0.0003,0.2,-0.02916550636291504,10900,0.015999999642372132,0.845165491104126,-0.42840454280376433
50,2,17,2,0.22770868092775345,-0.017986160532105798,0.007957778,0.0003,0.2,0.12310868501663208,10910,0.0319999985396862,0.05870060995221138,-1.2751716375350952
75,3,17,4,0.397902175784111,-0.017500898524187392,0.013802941,0.0003,0.2,0.1477726697921753,10920,0.07199999690055847,0.14851714670658112,-0.9118555545806885
100,4,17,5,3.4696288824081423,-0.016368132989853734,0.007351453,0.0003,0.2,0.016811668872833252,10930,0.03999999910593033,1.551742672920227,-0.7730771720409393
125,5,17,7,6.121540784835815,-0.004165869593154703,0.001980617,0.0003,0.2,-0.03753006458282471,10940,0.0,2.850194215774536,-0.5963865935802459
150,6,16,8,0.5497892320156097,-0.026790773524903243,0.013651144,0.0003,0.2,-0.4173024892807007,10950,0.06399999856948853,0.22711031138896942,-1.149493110179901
175,7,16,10,0.2626325681805611,-0.02264840450603458,0.024025189,0.0003,0.2,-2.1589314937591553,10960,0.08399999588727951,0.07028156518936157,-1.0059580087661744
200,8,15,12,0.5156877219676972,-0.003244586837943686,0.0010371327,0.0003,0.2,-0.13662338256835938,10970,0.0,0.2145823985338211,-0.8027081787586212
225,9,15,14,2.298632860183716,-0.011484464429318563,0.021080475,0.0003,0.2,-0.01740133762359619,10980,0.03599999919533729,1.1212626695632935,-1.5563214778900147
250,10,15,16,0.9579388439655304,-0.019225781835615408,0.025334137,0.0003,0.2,0.10664999485015869,10990,0.043999999016523364,0.4168763756752014,-0.9789822638034821
25,1,22,1,0.026950766891241075,-0.05619855845905839,0.04027997,0.0003,0.2,0.023568272590637207,11000,0.19999999329447746,-0.09178021550178528,-3.6660152435302735
50,2,20,2,0.31147813200950625,-0.0055904863995969835,0.010366053,0.0003,0.2,0.18957221508026123,11010,0.06799999922513962,0.1272885799407959,-1.92738835811615
75,3,19,3,0.09226892441511154,-0.015916493209078907,0.034090765,0.0003,0.2,-1.1516809463500977,11020,0.11599999591708184,0.015657374635338783,-2.2605865716934206
100,4,19,5,0.19915437400341035,-0.010694228177424492,0.006202779,0.0003,0.2,-0.44308221340179443,11030,0.03999999910593033,0.0748739168047905,-0.3889989614486694
125,5,18,6,1.0641695499420165,-0.0008628377703715273,0.0010164737,0.0003,0.2,0.05950075387954712,11040,0.0,0.5098544359207153,-0.5423238635063171
150,6,17,8,3.777436351776123,-0.00035281536786353486,0.000107150074,0.0003,0.2,0.014000117778778076,11050,0.0,1.7683390378952026,-1.0897097826004027
175,7,17,10,1.8170085668563842,-0.015167924020439472,0.0077307723,0.0003,0.2,0.12094980478286743,11060,0.031999999284744264,0.7589641213417053,-1.0708451986312866
200,8,17,11,3.4054325819015503,-0.003954182498680936,0.0020810508,0.0003,0.2,-0.541597843170166,11070,0.007999999821186066,1.6896650791168213,-0.7363547205924987
225,9,16,13,0.22802930623292922,-0.00769811281561843,0.016273092,0.0003,0.2,0.2732386589050293,11080,0.04799999892711639,0.09254522621631622,-0.47261114716529845
250,10,16,15,0.7291155397891999,-0.011176536084618327,0.0060593723,0.0003,0.2,0.09528255462646484,11090,0.019999999552965164,0.3126227557659149,-0.7256329476833343
25,1,24,1,0.629351407289505,-0.030166407044977462,0.09119657,0.0003,0.2,-0.003209710121154785,11100,0.09999999776482582,0.2540362477302551,-1.4041894316673278
50,2,22,2,0.4707150161266327,-0.00632054086565077,0.0026991558,0.0003,0.2,-0.027527332305908203,11110,0.007999999821186066,0.20679515600204468,-0.9072981178760529
75,3,20,3,0.007350388495251536,-0.04803432602249132,0.054065783,0.0003,0.2,0.19395089149475098,11120,0.28799999356269834,-0.08286631107330322,-1.7891170263290406
100,4,19,5,0.4189351171255112,-0.021089645714499027,0.18721044,0.0003,0.2,0.22740429639816284,11130,0.09599999859929084,0.17043739557266235,-0.9121478199958801
125,5,18,6,2.504427409172058,-0.002802691488293618,0.0041552423,0.0003,0.2,0.03604370355606079,11140,0.019999999552965164,1.1671868562698364,-0.9044664204120636
150,6,17,8,1.2064721226692199,-0.014380982890725136,0.036555536,0.0003,0.2,-0.02973794937133789,11150,0.03599999919533729,0.5553427338600159,-0.6101871132850647
175,7,16,10,0.45461243093013765,-0.009142370278015477,0.00684684,0.0003,0.2,-0.17422640323638916,11160,0.03599999919533729,0.20632179081439972,-0.6731661975383758
200,8,16,12,0.9065594971179962,0.0009791180746390182,0.00045998333,0.0003,0.2,-0.5177559852600098,11170,0.0,0.38168078660964966,-1.2011721849441528
225,9,16,14,0.03514825943857432,-0.028483283287845572,0.026775891,0.0003,0.2,-0.37045764923095703,11180,0.13599999621510506,-0.042690590023994446,-1.7053274273872376
250,10,15,15,0.09939015731215477,-0.021099409948104154,0.014259739,0.0003,0.2,-0.04167664051055908,11190,0.05999999865889549,-0.012728970497846603,-2.0718610763549803
25,1,19,1,0.22796599417924882,-0.0029159188577907004,0.025259778,0.0003,0.2,-0.4231072664260864,11200,0.07599999830126762,0.03763240948319435,-2.1533870935440063
50,2,19,2,0.06199091672897339,-0.0526687409654258,0.0642522,0.0003,0.2,-0.40023958683013916,11210,0.23199999406933786,-0.06582999229431152,-1.7625444412231446
75,3,18,4,30.44669952392578,-0.012546975665725314,0.009383435,0.0003,0.2,0.0026360750198364258,11220,0.06799999773502349,15.115514755249023,-1.3002620935440063
100,4,17,5,18.558916091918945,-0.00350327553297376,0.00092743634,0.0003,0.2,0.014790534973144531,11230,0.0,8.950469970703125,-0.9202513635158539
125,5,17,7,0.6570742070674896,-0.015675860895775173,0.0043358086,0.0003,0.2,-0.07020819187164307,11240,0.023999999463558196,0.2934612035751343,-0.8462444245815277
150,6,16,9,2.2351972579956056,-0.007432927892077857,0.012897898,0.0003,0.2,-0.020902156829833984,11250,0.03599999919533729,1.0760127305984497,-0.8519795954227447
175,7,16,10,0.05970150455832481,-0.013154508866369952,0.005633142,0.0003,0.2,-0.43458425998687744,11260,0.03999999910593033,0.0024781618267297745,-0.9651792645454407
200,8,15,12,0.5750494420528411,-0.02420834838226469,0.01427536,0.0003,0.2,0.04400080442428589,11270,0.06399999856948853,0.2372879832983017,-0.8460733771324158
225,9,15,14,0.6409315884113311,-0.013782187391305456,0.020104535,0.0003,0.2,-0.05365753173828125,11280,0.07199999690055847,0.27615585923194885,-1.1065349936485291
250,10,15,16,0.19951472729444503,-0.020973031987494294,0.045026634,0.0003,0.2,-0.41160762310028076,11290,0.07599999830126762,0.06146774813532829,-1.4867183685302734
25,1,24,1,5.0908690929412845,0.0009761205674152507,0.0015177393,0.0003,0.2,0.036998867988586426,11300,0.003999999910593033,2.472407341003418,-1.0509546041488647
50,2,22,2,3.3443041801452638,-0.0037501666467868234,0.00105201,0.0003,0.2,0.11307132244110107,11310,0.003999999910593033,1.5255409479141235,-0.7610927879810333
75,3,20,3,0.5413284420967102,-0.030632681446149945,0.12670003,0.0003,0.2,0.01780402660369873,11320,0.14399999603629113,0.2188134342432022,-1.3987357497215271
100,4,20,4,0.3966447412967682,-0.00990500631649045,0.0043909214,0.0003,0.2,-0.2244817018508911,11330,0.015999999642372132,0.15366628766059875,-1.0031914234161377
125,5,19,6,0.2367544040083885,-0.0018519350407878222,0.00036136148,0.0003,0.2,0.06170237064361572,11340,0.0,0.10561665147542953,-0.7362441539764404
150,6,18,8,0.29749400317668917,-0.0020842799319071405,0.00089284655,0.0003,0.2,-0.02189183235168457,11350,0.0,0.1394399106502533,-0.7359751045703888
175,7,17,9,1.7117357492446899,-0.001451146336097864,0.0017653775,0.0003,0.2,-0.1019287109375,11360,0.007999999821186066,0.823764443397522,-0.4642888933420181
200,8,17,11,0.7277013838291169,-0.009131807660683933,0.004789834,0.0003,0.2,0.1512698531150818,11370,0.031999999284744264,0.3372889757156372,-0.6097431898117065
225,9,17,13,0.22504365891218187,-0.01937562738545253,0.01500267,0.0003,0.2,-0.1520453691482544,11380,0.05599999874830246,0.05122091993689537,-0.9800001442432403
250,10,16,15,0.3332363575696945,-0.010666431104531426,0.0050063683,0.0003,0.2,-0.07919621467590332,11390,0.023999999463558196,0.13393691182136536,-0.6348484635353089
25,1,20,1,3.674828577041626,-0.021877600263804454,0.0043380405,0.0003,0.2,-0.003260374069213867,11400,0.02799999937415123,1.7461501359939575,-0.5498705387115479
50,2,18,2,0.14602665454149247,-0.030058201625942617,0.017557956,0.0003,0.2,0.03932982683181763,11410,0.08799999877810478,0.03239336609840393,-1.3250733375549317
75,3,17,4,0.879234391450882,-0.006872156894328896,0.004558136,0.0003,0.2,-0.7349967956542969,11420,0.011999999731779098,0.39568814635276794,-1.0647225022315978
100,4,16,5,0.7935564935207366,-0.015772329375148785,0.039814256,0.0003,0.2,-0.2307431697845459,11430,0.031999999284744264,0.3483220338821411,-0.5201813757419587
125,5,16,7,0.04967997632920742,-0.005765722613432445,0.0031741213,0.0003,0.2,-0.13792669773101807,11440,0.011999999731779098,-0.003984946757555008,-0.8703500807285309
150,6,16,9,0.9057900905609131,0.0034494232311843122,0.00089333294,0.0003,0.2,-1.041245937347412,11450,0.0,0.36389660835266113,-0.516300630569458
175,7,15,10,1.2621682405471801,-0.008421671174001232,0.0031503986,0.0003,0.2,-0.2766544818878174,11460,0.023999999463558196,0.513338029384613,-0.5024814367294311
200,8,15,12,1.4403786540031434,-0.0006083881657978907,0.00018778324,0.0003,0.2,-0.07008755207061768,11470,0.0,0.7165318131446838,-0.6564427256584168
225,9,15,14,0.6371152341365814,-0.017175730147399194,0.010115344,0.0003,0.2,0.2212834358215332,11480,0.043999999016523364,0.2672310769557953,-0.43965851068496703
250,10,15,16,1.103674590587616,-0.026698247224558713,0.03478611,0.0003,0.2,0.040073513984680176,11490,0.07199999839067459,0.5049777626991272,-0.724945068359375
25,1,22,1,3.7844462633132934,-0.002521558241045341,0.00072815415,0.0003,0.2,-0.3872368335723877,11500,0.0,1.7232918739318848,-0.35148064196109774
