time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/clip_fraction,train/approx_kl,train/value_loss,train/loss,train/learning_rate,train/explained_variance,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/n_updates
100,4,21,4,0.019999999552965164,0.0029615592,0.13671853244304658,0.045617569237947464,0.0003,-0.34210896492004395,0.2,-0.10149468183517456,-0.008324122489429441,28030
125,5,20,5,0.0,1.8544197e-05,1.2645928263664246,0.6102368235588074,0.0003,-0.24729955196380615,0.2,-0.020866102166473867,-0.000773900497821245,28040
150,7,20,6,0.0,0.0,0.061630557477474215,0.024471815675497055,0.0003,-2.7990734577178955,0.2,-0.004467460326850414,1.6460418250652253e-06,28050
175,8,19,7,0.02799999937415123,0.019448208,0.042560257762670514,0.013894254341721535,0.0003,-2.1689915657043457,0.2,-0.037563069351017477,-0.004402930069714728,28060
200,10,19,8,0.0,1.4567374e-06,0.04767141006886959,0.021343618631362915,0.0003,-0.5449107885360718,0.2,-0.01703532561659813,-0.00011602663437582095,28070
225,11,18,9,0.0,2.0165444e-05,0.18442213088274,0.07743382453918457,0.0003,-0.753777027130127,0.2,-0.03179781883955002,-0.0007236590227112316,28080
250,13,18,10,0.023999999463558196,0.03095869,0.05896575301885605,-0.002345651388168335,0.0003,-0.8998743295669556,0.2,-0.049479774013161656,-0.013902091042139375,28090
25,0,25,1,0.0,7.152557e-09,0.030660143215209247,0.005026513710618019,0.0003,0.0011856555938720703,0.2,-0.0043492292053997515,-4.220008742450432e-08,28100
50,2,23,2,0.031999999284744264,0.002569568,0.07780731543898582,0.015365377068519592,0.0003,0.19823211431503296,0.2,-0.01910536168143153,-0.005810417489148634,28110
75,3,22,3,0.023999999463558196,0.0004646182,0.02474899645894766,-0.01041017659008503,0.0003,-0.14509952068328857,0.2,-0.08717282339930535,-0.01364866176620012,28120
100,4,21,4,0.02799999937415123,0.0043696975,0.05483015477657318,0.011794095858931541,0.0003,-2.362298011779785,0.2,-0.028375422209501268,-0.008859341146424348,28130
125,5,21,5,0.03599999919533729,0.054631375,0.1779028058052063,0.05581207945942879,0.0003,-0.1958928108215332,0.2,-0.019423723965883256,-0.010429388809950525,28140
150,7,20,6,0.0,6.842613e-07,0.00924151623621583,0.00531705841422081,0.0003,-1.5058858394622803,0.2,-0.019681188464164733,1.8972873067468755e-05,28150
175,8,20,7,0.16799999698996543,0.0669699,0.016788652632385492,-0.01582428067922592,0.0003,-1.0894298553466797,0.2,-0.3039254188537598,-0.015657845772802402,28160
200,10,19,8,0.2239999957382679,0.047304478,0.002426137775182724,-0.026367131620645523,0.0003,0.2678133249282837,0.2,-0.436193710565567,-0.022702663097530974,28170
225,11,18,9,0.011999999731779098,0.0041351053,0.0076097615761682395,-0.012653998099267483,0.0003,-0.03936195373535156,0.2,-0.07403224408626556,-0.006962349216046349,28180
250,13,18,10,0.0,8.8214875e-08,0.014443510677665472,0.002524378476664424,0.0003,-0.07084059715270996,0.2,-0.007389094913378358,9.025299355562844e-05,28190
25,1,20,1,0.0,2.3841856e-08,0.009291692380793392,0.0017588739283382893,0.0003,0.08617466688156128,0.2,-0.009930270537734032,3.778219107886116e-06,28200
50,2,20,2,0.0,0.0001830387,0.05623694993555546,0.01968608982861042,0.0003,0.6415748596191406,0.2,-0.03531520888209343,-0.001202549203793879,28210
75,3,20,3,0.0,0.0,0.09173657037317753,0.02982492186129093,0.0003,-1.9397187232971191,0.2,-0.0050566287245601416,2.417564296308683e-07,28220
100,4,20,4,0.023999999463558196,0.0017802238,0.13963981419801713,0.05308830365538597,0.0003,-2.200281858444214,0.2,-0.03589155133813619,-0.011953909015282704,28230
125,6,19,5,0.05999999865889549,0.20754123,0.04374815821647644,-0.01738928258419037,0.0003,-0.04485189914703369,0.2,-0.07006865628063678,-0.018523506051395345,28240
150,7,18,6,0.031999999284744264,0.012027158,0.01101061599329114,-0.015201779082417488,0.0003,0.31177347898483276,0.2,-0.10859786048531532,-0.010667468105209821,28250
175,9,18,7,0.0,2.6226044e-08,0.010257315565831959,0.0014623980969190598,0.0003,-0.04318130016326904,0.2,-0.005300776846706867,-2.5415419990793e-07,28260
200,10,18,8,0.0,2.3841857e-09,0.006108462484553457,0.002717462368309498,0.0003,-0.07520699501037598,0.2,-0.005453873379155994,1.745223919158434e-07,28270
225,12,17,9,0.0,2.6226044e-08,0.004159807367250324,0.0017446635756641626,0.0003,-0.20755994319915771,0.2,-0.0070115150418132545,-3.1635760411319325e-06,28280
250,14,17,10,0.0,0.00054722786,0.11021984666585923,0.03841128200292587,0.0003,-0.22734427452087402,0.2,-0.14448205679655074,-0.0012409720158032655,28290
25,0,25,1,0.02799999937415123,0.040494945,0.22152237892150878,0.08489679545164108,0.0003,-2.09033465385437,0.2,-0.05518007650971413,-0.01716001477651332,28300
50,2,23,2,0.0,2.6226044e-08,0.023283992148935794,0.010465888306498528,0.0003,0.21233677864074707,0.2,-0.0056917938403785225,1.3160705165660146e-07,28310
75,3,20,3,0.0,2.6226044e-07,0.009396150801330804,0.0018543193582445383,0.0003,-2.8897171020507812,0.2,-0.012073076516389846,-0.00015149044471760576,28320
100,4,20,4,0.023999999463558196,0.0046072314,0.09353039786219597,0.03919490426778793,0.0003,-0.5269259214401245,0.2,-0.011265467386692762,-0.0025747305941767884,28330
125,6,19,5,0.0,0.0,0.026944494247436522,0.008604665286839008,0.0003,0.09011882543563843,0.2,-0.005569389322772622,1.235008223687828e-07,28340
150,7,19,6,0.0,-2.6226044e-08,0.006635145423933864,0.003166209440678358,0.0003,-0.12054693698883057,0.2,-0.007185324793681502,-1.7096995890808486e-05,28350
175,9,18,7,0.07199999839067459,0.04002415,0.07277235500514508,0.020093996077775955,0.0003,-3.1178441047668457,0.2,-0.17545147538185119,-0.002344487140653939,28360
200,10,18,8,0.0,8.2015987e-07,0.0023968336041434667,0.00026465667178854346,0.0003,-2.200056791305542,0.2,-0.01605039993301034,-0.0003494150573242649,28370
225,12,17,9,0.0,0.0,0.0005196282574615907,0.00017018921789713204,0.0003,-1.9601778984069824,0.2,-0.005234011635184288,2.4795531672339167e-08,28380
250,14,17,10,0.031999999284744264,0.06733024,0.002268740872386843,-0.03329852595925331,0.0003,-2.116804599761963,0.2,-0.033178277872502805,-0.029796394355597045,28390
25,0,25,1,0.03599999919533729,0.3381972,0.004827152006328106,-0.012788789346814156,0.0003,-1.7265467643737793,0.2,-0.060293765366077424,-0.013586882837114445,28400
50,2,23,2,0.0,-1.1920928e-08,0.04497202690690756,0.010434665717184544,0.0003,-0.031217098236083984,0.2,-0.005045505007728934,-1.3017654150182522e-07,28410
75,3,22,3,0.0,-9.536743e-09,0.026089484337717295,0.004251591861248016,0.0003,-0.015599727630615234,0.2,-0.005011466750875116,-1.528263062766655e-07,28420
100,4,20,4,0.0,0.0,0.018038955982774496,0.003191194962710142,0.0003,0.2522386908531189,0.2,-0.005113146593794226,-3.981590417367897e-08,28430
125,6,20,5,0.0,2.1166801e-05,0.04414140731096268,0.01883888430893421,0.0003,-1.5625722408294678,0.2,-0.05878360085189342,-0.0004548489989247173,28440
150,7,19,6,0.24799999520182608,0.08452296,0.0014434788754442707,-0.06378995627164841,0.0003,0.7347145974636078,0.2,-0.4822268486022949,-0.033363030426204435,28450
175,9,19,7,0.07999999821186066,0.020185571,0.028330871649086476,0.0028806570917367935,0.0003,0.021359145641326904,0.2,-0.1306284785270691,-0.00553181726764862,28460
200,10,18,8,0.0,3.0994414e-08,0.000602206340408884,0.0003970492980442941,0.0003,0.21090567111968994,0.2,-0.004806253174319863,-1.5747546555644476e-07,28470
225,12,18,9,0.0,4.053116e-08,0.0005063179065473378,0.00013251128257252276,0.0003,-0.07237625122070312,0.2,-0.005504159303382039,1.466274233585807e-07,28480
250,13,17,10,0.0,0.0,0.0016186940527404658,0.00042176578426733613,0.0003,-4.242590427398682,0.2,-0.005780306598171592,1.1873245089333296e-07,28490
25,1,20,1,0.05599999874830246,0.011596329,0.061958860605955124,-0.0008658766746520996,0.0003,0.23232567310333252,0.2,-0.09436186030507088,-0.018638430938123916,28500
50,2,21,2,0.0,3.5762785e-08,0.02812850857153535,0.004853255581110716,0.0003,-0.14696168899536133,0.2,-0.008242782764136791,-9.746551228317912e-07,28510
75,3,20,3,0.0,1.9073486e-08,0.015162037825211883,0.0033960756845772266,0.0003,0.15490150451660156,0.2,-0.009295723121613263,2.868175418058172e-07,28520
100,4,20,4,0.0,1.5528201e-05,0.07849274501204491,0.03466387465596199,0.0003,0.2725974917411804,0.2,-0.0248942818492651,-0.0001241300065885298,28530
125,6,19,5,0.0,9.744167e-06,2.84085066318512,1.2669720649719238,0.0003,0.30253171920776367,0.2,-0.09532636627554894,-0.0003365952910101555,28540
150,7,19,6,0.015999999642372132,0.0065712356,0.03013450317084789,-0.0020815692842006683,0.0003,0.6284480094909668,0.2,-0.08347920551896096,-0.00482067236339212,28550
175,9,18,7,0.03599999919533729,0.15582088,0.0012527174723800272,-0.010349148884415627,0.0003,-0.00901782512664795,0.2,-0.03736318107694388,-0.009828254990279107,28560
200,10,18,8,0.011999999731779098,0.0011157846,0.000535278778988868,-0.010194509290158749,0.0003,0.30057311058044434,0.2,-0.049163002893328665,-0.005352469299221596,28570
225,12,17,9,0.03599999919533729,0.0022247816,0.7113589227199555,0.32003456354141235,0.0003,0.02222651243209839,0.2,-0.08179216831922531,0.005351390121970212,28580
250,14,17,10,0.0,1.3208389e-06,1.1919550895690918,0.5589174628257751,0.0003,-0.09218466281890869,0.2,-0.023514292389154434,-6.106614919367814e-05,28590
25,0,26,1,0.02799999937415123,0.005895412,0.0637678612023592,0.00421733595430851,0.0003,-0.31729674339294434,0.2,-0.05257565602660179,-0.015072186622768768,28600
50,2,23,2,0.0,1.0728836e-07,0.14846885129809378,0.05578378960490227,0.0003,-6.068605422973633,0.2,-0.015761331003159285,9.283542461702154e-06,28610
75,3,22,3,0.031999999284744264,0.011320324,0.009461591532453895,0.0023551187478005886,0.0003,-0.8322442770004272,0.2,-0.008551790146157146,-0.0019690267420374497,28620
100,4,21,4,0.0,0.0,0.0011646836443105712,0.0007863718783482909,0.0003,-0.306240439414978,0.2,-0.0069664907176047565,4.744529555900101e-08,28630
125,6,20,5,0.0,0.0,0.0008661763364216313,0.00020321215561125427,0.0003,-0.3081001043319702,0.2,-0.00662862746976316,-1.4734267992366767e-07,28640
150,7,20,6,0.0,0.0,0.0004534020321443677,0.0002428524021524936,0.0003,0.1707187294960022,0.2,-0.0064935855101794,-1.2087821801287646e-07,28650
175,9,19,7,0.12399999499320984,0.044569,0.056095969304442404,-0.019824890419840813,0.0003,-0.331882119178772,0.2,-0.20041490495204925,-0.030416918732225896,28660
200,10,18,8,0.0,-2.1457671e-08,0.018135001603513955,0.0031477748416364193,0.0003,-0.14014136791229248,0.2,-0.006371218385174871,-1.952648137404367e-07,28670
225,12,18,9,0.0,-3.0994414e-08,0.011511312844231725,0.002706167520955205,0.0003,-0.02113640308380127,0.2,-0.006419934378936887,-1.1253356646534485e-07,28680
250,14,17,10,0.0,0.0005246591,0.07499216794967652,0.025588354095816612,0.0003,0.02164071798324585,0.2,-0.05095403343439102,-0.0028037415107247552,28690
25,0,27,1,0.023999999463558196,0.00703212,0.05351237449795008,0.0013322923332452774,0.0003,-1.253225326538086,0.2,-0.0504392072558403,-0.010000628517475008,28700
50,2,24,2,0.02799999937415123,0.015503795,0.1526705078780651,0.04825586825609207,0.0003,-3.0952391624450684,0.2,-0.045835943147540095,-0.003949500766816527,28710
75,3,22,3,0.023999999463558196,0.024338305,0.02493832977488637,0.0019461188931018114,0.0003,-0.0772324800491333,0.2,-0.027026025205850603,-0.001505276640892106,28720
100,4,21,4,0.0,6.961822e-07,0.018621406238526105,0.0031416721176356077,0.0003,0.006361842155456543,0.2,-0.013929176796227693,-0.00011241912625692407,28730
125,5,20,5,0.0,3.5762785e-08,0.01555180479772389,0.002698680851608515,0.0003,0.008375883102416992,0.2,-0.01128080179914832,3.5893915821816336e-06,28740
150,7,20,6,0.031999999284744264,0.07055478,0.014625874720513821,-0.016418365761637688,0.0003,-0.16926205158233643,0.2,-0.03394675888121128,-0.010466226268559354,28750
175,8,19,7,0.07599999830126762,0.014842558,0.018273723497986793,-0.0176260806620121,0.0003,-3.429349899291992,0.2,-0.31567596197128295,-0.010537177021615208,28760
200,10,18,8,0.12399999797344208,0.032302957,0.04055693279951811,-0.015229863114655018,0.0003,0.0030324459075927734,0.2,-0.3230832517147064,-0.016819008102640965,28770
225,12,18,9,0.14399999380111694,0.042354755,0.031430434435606,-0.04651324078440666,0.0003,-2.8319900035858154,0.2,-0.3245514214038849,-0.036130906760692486,28780
250,14,17,10,0.2559999912977219,0.102571726,0.016023315116763116,-0.05676017701625824,0.0003,-5.284987449645996,0.2,-0.4045756936073303,-0.04234380428120517,28790
25,0,26,1,0.0,3.8790704e-06,0.014034759951755404,0.001316290465183556,0.0003,-0.7142609357833862,0.2,-0.035267960652709006,-0.0007917156115880176,28800
50,2,23,2,0.0,1.2874602e-07,0.054334777593612674,0.021577531471848488,0.0003,0.23368054628372192,0.2,-0.02782416846603155,-3.7912129981165776e-05,28810
75,3,22,3,0.0,1.6019343e-05,0.03681802451610565,0.012148318812251091,0.0003,-2.655686616897583,0.2,-0.06546760573983193,-0.0003546790991968862,28820
100,4,21,4,0.0,0.00023989676,0.003590761567465961,-0.006157033145427704,0.0003,-1.7142915725708008,0.2,-0.1701391637325287,-0.0028722946051857436,28830
125,6,20,5,0.0,9.509802e-05,0.3761003136634827,0.15322169661521912,0.0003,-0.09451043605804443,0.2,-0.11769855991005898,-0.00019747066294826255,28840
150,7,19,6,0.09599999785423279,0.027976444,0.024031764641404153,-0.021776588633656502,0.0003,-2.341287612915039,0.2,-0.13296913281083106,-0.023358517970889635,28850
175,9,19,7,0.0,1.4305114e-08,0.007565514137968421,0.0011396632762625813,0.0003,0.03586375713348389,0.2,-0.015570969693362713,3.7622451198870976e-07,28860
200,10,18,8,0.11999999582767487,0.049871158,0.01891020406037569,-0.02184411697089672,0.0003,-1.553896427154541,0.2,-0.1849443256855011,-0.02504409677162762,28870
225,12,18,9,0.08399999812245369,0.0063209985,0.02170422999188304,-0.009699249640107155,0.0003,-0.03411257266998291,0.2,-0.18984472900629043,-0.00974813431408279,28880
250,14,17,10,0.019999999552965164,0.004832997,0.009055479662492871,-0.00495418906211853,0.0003,0.01722419261932373,0.2,-0.049984944984316826,-0.004919091333867698,28890
25,0,26,1,0.0,4.7683715e-09,0.006702704960480333,0.00158976879902184,0.0003,0.026405274868011475,0.2,-0.012079901527613401,-1.3814687400071079e-05,28900
50,2,22,2,0.0,0.0,0.09124551638960839,0.033980537205934525,0.0003,-0.17207717895507812,0.2,-0.013097362034022808,2.6214121984224903e-07,28910
75,3,21,3,0.0,0.0,0.05972929000854492,0.027995573356747627,0.0003,0.29997849464416504,0.2,-0.011307199578732252,-6.98566430479275e-08,28920
100,4,21,4,0.0,0.0,0.005598760396242142,0.0012640317436307669,0.0003,-0.03456246852874756,0.2,-0.013469665125012398,-8.203983142607285e-07,28930
125,6,20,5,0.05999999865889549,0.10274572,0.005258730635978282,-0.027526700869202614,0.0003,0.12790840864181519,0.2,-0.06265539787709713,-0.020814771652221963,28940
150,7,19,6,0.0,1.4305114e-08,0.0033067393233068287,0.0010933910962194204,0.0003,0.025266408920288086,0.2,-0.012288488540798425,5.13052934394409e-06,28950
175,9,19,7,0.0,3.4236907e-06,0.0027257307316176592,-7.559906225651503e-05,0.0003,-0.04144001007080078,0.2,-0.020721335150301456,-0.0003137836369859315,28960
200,10,18,8,0.05999999865889549,0.041876364,0.004777255398221314,-0.052163511514663696,0.0003,-1.7284624576568604,0.2,-0.1274720050394535,-0.03232572161033751,28970
225,12,18,9,0.05199999883770943,0.030062603,0.0074277427978813645,-0.0396357998251915,0.0003,-1.4914400577545166,0.2,-0.17809414863586426,-0.025825025327503682,28980
250,14,17,10,0.08399999812245369,0.010858707,0.23194296509027482,0.10311376303434372,0.0003,-0.1447162628173828,0.2,-0.18977901637554168,0.005397172319702825,28990
25,1,24,1,0.0,1.630783e-06,0.01645475677214563,0.002747550141066313,0.0003,0.05555695295333862,0.2,-0.07778583019971848,0.00010228395104050492,29000
50,2,22,2,0.0,0.00031024218,0.016894393227994443,-0.002271069213747978,0.0003,0.5419930219650269,0.2,-0.06302307061851024,-0.006366206558421084,29010
75,3,21,3,0.003999999910593033,0.0013847875,0.3977300047874451,0.15275539457798004,0.0003,0.31422507762908936,0.2,-0.1930770605802536,-0.003373249685202495,29020
100,4,20,4,0.07599999830126762,0.0062156627,0.048360380530357364,0.008634836412966251,0.0003,-2.7623753547668457,0.2,-0.13905988037586212,-0.003759393865708205,29030
125,6,20,5,0.0,1.7857551e-06,0.30367259979248046,0.1416042596101761,0.0003,0.1664276123046875,0.2,-0.029600510932505132,-0.00022009229243877826,29040
150,7,19,6,0.02799999937415123,0.0141664855,0.24202210903167726,0.08771556615829468,0.0003,0.1980552077293396,0.2,-0.15883077383041383,-0.01731695347838098,29050
175,9,19,7,0.02799999937415123,0.009467692,0.07326517216861247,0.008861035108566284,0.0003,-27.078317642211914,0.2,-0.28360725939273834,-0.011787026895210318,29060
200,10,18,8,0.03599999919533729,0.004857628,0.25636270344257356,0.11126260459423065,0.0003,-0.5593253374099731,0.2,-0.17800174057483673,-0.006369528189301121,29070
225,12,18,9,0.08799999803304673,0.022015378,0.05719047412276268,-0.00475836917757988,0.0003,-1.330601453781128,0.2,-0.11391201913356781,-0.02075034265033935,29080
250,14,17,10,0.0,0.0,0.01911127087660134,0.0029181037098169327,0.0003,0.0016374588012695312,0.2,-0.01563790366053581,8.491396728516066e-06,29090
25,1,22,1,0.0,0.0,0.01224049050360918,0.0037297611124813557,0.0003,0.03511202335357666,0.2,-0.015407063439488411,3.8862226823255244e-07,29100
50,2,20,2,0.0,0.0,0.034847013745456935,0.006366846617311239,0.0003,-0.0048264265060424805,0.2,-0.013427571300417185,2.8300284924398513e-07,29110
75,3,20,3,0.003999999910593033,0.0010523628,0.23184986263513566,0.10493350774049759,0.0003,0.050622403621673584,0.2,-0.1641894057393074,-0.00283160015172399,29120
100,4,20,4,0.043999999016523364,0.010188086,0.05043886117637157,0.0065831514075398445,0.0003,-9.532639503479004,0.2,-0.13562155216932298,-0.009678768454119436,29130
125,6,19,5,0.031999999284744264,0.03406824,0.08077960088849068,0.022122791036963463,0.0003,0.09693235158920288,0.2,-0.226762655377388,-0.007186237873509782,29140
150,7,19,6,0.22799999341368676,0.013920767,0.00028189970180392265,-0.04099727421998978,0.0003,-0.9951692819595337,0.2,-0.5091555327177048,-0.02273571157082941,29150
175,9,18,7,0.02799999937415123,0.006109292,0.43759630918502807,0.19501639902591705,0.0003,-0.49024152755737305,0.2,-0.1319313809275627,0.0019227342051451046,29160
200,11,17,8,0.05999999865889549,0.008479552,0.07668958902359009,-0.0017543323338031769,0.0003,-0.7635647058486938,0.2,-0.20964608043432237,-0.027434836139900654,29170
225,12,17,9,0.0,2.5105476e-06,0.01854769024066627,0.0019528302364051342,0.0003,-0.05539405345916748,0.2,-0.02841049712151289,-0.000565879802161362,29180
250,14,17,10,0.031999999284744264,0.011854791,0.015500611066818238,-0.009793847799301147,0.0003,-0.11158502101898193,0.2,-0.10198547467589378,-0.013824011074379427,29190
25,0,25,1,0.043999999016523364,0.0067131612,0.0003749389839867945,-0.027679085731506348,0.0003,-0.011032581329345703,0.2,-0.09380731172859669,-0.020171032477171023,29200
50,2,21,2,0.0,0.0,0.03658195920288563,0.008999070152640343,0.0003,0.05111217498779297,0.2,-0.015515915118157864,1.2660026378341626e-07,29210
75,3,20,3,0.02799999937415123,0.0019291829,0.7203277468681335,0.27927157282829285,0.0003,-0.15068161487579346,0.2,-0.1019228495657444,-0.014965954167769269,29220
100,4,20,4,0.0,5.00679e-08,0.007204518676735461,0.0034256631042808294,0.0003,-0.18222713470458984,0.2,-0.017824790626764297,3.1864642018319956e-07,29230
125,6,19,5,0.0,2.6226044e-08,0.08502848222851753,0.032049573957920074,0.0003,0.27887850999832153,0.2,-0.02442523967474699,-4.414558233634125e-06,29240
150,7,19,6,0.04799999892711639,0.023229795,0.0048217031639069315,-0.03943010792136192,0.0003,0.11839759349822998,0.2,-0.1351574756205082,-0.02695513751916536,29250
175,9,18,7,0.019999999552965164,0.0013019418,0.013474006438627839,-0.016852347180247307,0.0003,-0.21175074577331543,0.2,-0.412072679400444,-0.006594467455872177,29260
200,10,18,8,0.13599999696016313,0.026501307,1.3381257057189941,0.5762097835540771,0.0003,-0.006042838096618652,0.2,-0.38156060576438905,-0.042783372074365646,29270
225,12,18,9,0.023999999463558196,0.0020804238,0.07533427029848098,0.021938271820545197,0.0003,0.040192604064941406,0.2,-0.2971072167158127,-0.003673190313857333,29280
250,13,17,10,0.20399999618530273,0.060759358,0.007154383859597146,-0.045299381017684937,0.0003,0.16045862436294556,0.2,-0.3794050246477127,-0.03160845365375309,29290
25,0,26,1,0.06799999848008156,0.0155307455,0.062441859021782876,0.0026710182428359985,0.0003,-0.13837885856628418,0.2,-0.28716185688972473,-0.01144641103222881,29300
50,2,23,2,0.0,2.2888183e-07,0.042304368875920775,0.01396270003169775,0.0003,0.27618408203125,0.2,-0.01744693983346224,-3.626513412378074e-05,29310
75,3,22,3,0.05199999883770943,0.01808034,0.0028987880970817058,-0.003457944141700864,0.0003,-0.01819002628326416,0.2,-0.1342988781630993,-0.003691252387885413,29320
100,4,21,4,0.0,9.536743e-09,0.0021424522914458067,0.0006566974916495383,0.0003,0.00014275312423706055,0.2,-0.022459298372268677,1.0113000627853807e-05,29330
125,6,20,5,0.015999999642372132,0.0011627292,0.0016244185826508328,-0.004006830509752035,0.0003,0.38289976119995117,0.2,-0.06297728642821313,-0.0029137446242387456,29340
150,7,20,6,0.011999999731779098,0.0059513114,0.001301583700114861,-0.023401621729135513,0.0003,-0.12979483604431152,0.2,-0.04306675586849451,-0.00890891566127543,29350
175,8,19,7,0.03599999919533729,0.001494677,0.1275835245847702,0.07472921907901764,0.0003,-1.2875075340270996,0.2,-0.07926048040390014,0.031279589235782626,29360
200,10,19,8,0.0,2.670288e-07,3.2749371767044066,1.548734188079834,0.0003,0.04685533046722412,0.2,-0.07577470242977143,-1.2838602768106e-05,29370
225,12,18,9,0.02799999937415123,0.0047761775,0.0015388316714961547,-0.001171453041024506,0.0003,0.009776890277862549,0.2,-0.1229705736041069,-0.002286911183851803,29380
250,13,18,10,0.04799999892711639,0.008482971,0.0012839863426052033,-0.005333147943019867,0.0003,-1.0875420570373535,0.2,-0.17930259704589843,-0.005213392351637936,29390
25,0,26,1,0.031999999284744264,0.008406658,0.0005998095904942602,-0.0034171580336987972,0.0003,-6.433541297912598,0.2,-0.11508180573582649,-0.0017608103618840687,29400
50,2,23,2,0.023999999463558196,0.004128408,0.1583491787314415,0.052499767392873764,0.0003,-0.6787432432174683,0.2,-0.11374974250793457,-0.007742352616973136,29410
75,3,22,3,0.023999999463558196,0.0025009394,0.0563885148614645,0.0168304443359375,0.0003,-2.6404008865356445,0.2,-0.16051749140024185,-0.006829668684046908,29420
100,4,21,4,0.007999999821186066,0.0016133785,0.7604653298854828,0.30543628334999084,0.0003,0.020273685455322266,0.2,-0.06184767223894596,-0.00301847089815368,29430
125,6,20,5,0.11599999740719795,0.019950025,0.07586548626422882,-0.010580696165561676,0.0003,-1.5301084518432617,0.2,-0.24613311737775803,-0.03216764919087289,29440
150,7,19,6,0.011999999731779098,0.0033170627,0.0924355536699295,0.017781618982553482,0.0003,-0.01679098606109619,0.2,-0.40317032635211947,-0.0033147357896377906,29450
175,9,19,7,0.023999999463558196,0.0024468063,0.06809814274311066,0.009045200422406197,0.0003,0.016394376754760742,0.2,-0.40009285509586334,-0.003794250248698461,29460
200,10,18,8,0.03599999919533729,0.009487414,0.01182856922969222,-0.032292287796735764,0.0003,0.37821418046951294,0.2,-0.16258421689271926,-0.02739281452447173,29470
225,12,18,9,0.0,1.04904174e-07,0.0005321608041413128,0.00040287344017997384,0.0003,-0.5766818523406982,0.2,-0.033847663551568985,-5.395650680384278e-06,29480
250,14,17,10,0.0,1.335144e-06,0.4829107761383057,0.21449965238571167,0.0003,-0.5328280925750732,0.2,-0.12728711366653442,0.00018427824904954093,29490
25,1,21,1,0.06799999848008156,0.025092341,0.027151382341980935,-0.0010437723249197006,0.0003,-2.2781383991241455,0.2,-0.17490090876817704,-0.009796983748674392,29500
50,2,21,2,0.0,0.00061802386,0.026634757965803148,0.006201589480042458,0.0003,0.012201070785522461,0.2,-0.12456432282924652,-0.002444823894533421,29510
75,3,20,3,0.03999999910593033,0.003509271,0.04933234713971615,-0.0052962712943553925,0.0003,-1.3353910446166992,0.2,-0.08935668617486954,-0.019126746941357808,29520
100,4,20,4,0.0,0.0002516842,0.02503653410822153,-0.0021918341517448425,0.0003,-2.359557628631592,0.2,-0.0770634077489376,-0.0038117515275953194,29530
125,6,19,5,0.0,2.4604797e-06,0.014908260246738792,0.0032301407773047686,0.0003,0.14821404218673706,0.2,-0.07860961258411407,0.00014558100345425374,29540
150,7,19,6,0.0,1.9788742e-07,0.012639002921059728,0.003067480865865946,0.0003,0.03470402956008911,0.2,-0.08694322481751442,-1.0598540102080279e-05,29550
175,9,18,7,0.007999999821186066,0.00082390546,0.031642170436680314,0.002333340235054493,0.0003,-0.9015731811523438,0.2,-0.09781979322433472,-0.007407164193224247,29560
200,11,18,8,0.04799999892711639,0.007451632,0.043388996832072736,0.009706977754831314,0.0003,-0.052126169204711914,0.2,-0.3221777111291885,-0.0007642209648622611,29570
225,12,17,9,0.06799999698996544,0.045016035,0.023071668948978184,-0.021102214232087135,0.0003,0.08105355501174927,0.2,-0.3411254197359085,-0.013974303923082233,29580
250,14,17,10,0.02799999937415123,0.0076577016,0.008382850303314626,-0.02385263331234455,0.0003,0.2433946132659912,0.2,-0.2888415038585663,-0.007797050083638624,29590
25,0,26,1,0.03599999919533729,0.0125651425,0.002213744062464684,-0.0002293037250638008,0.0003,-0.11339342594146729,0.2,-0.2989511460065842,-0.0009914503173206412,29600
50,2,24,2,0.13199999406933785,0.059655838,0.021175893768668175,-0.04583405703306198,0.0003,0.11002355813980103,0.2,-0.25134952664375304,-0.03668816369026899,29610
75,3,22,3,0.09599999785423279,0.059055947,0.043610713258385655,-0.03221757337450981,0.0003,0.2100684642791748,0.2,-0.1611182540655136,-0.03500183595344453,29620
100,4,21,4,0.05599999874830246,0.01910467,0.04207177869975567,-0.009252405725419521,0.0003,-0.4001142978668213,0.2,-0.058547689393162725,-0.017576009113341583,29630
125,6,20,5,0.08799999728798866,0.031681504,0.018953529931604863,-0.037521250545978546,0.0003,0.3860160708427429,0.2,-0.1825958326458931,-0.03520966961234802,29640
150,7,19,6,0.23999999240040779,0.026514195,0.0023856523679569364,-0.02735043317079544,0.0003,-0.3695859909057617,0.2,-0.34946597516536715,-0.02201189310103615,29650
175,9,19,7,0.27999999523162844,0.031512104,0.0014633411774411798,-0.011574819684028625,0.0003,-0.01822340488433838,0.2,-0.4601262152194977,-0.00966132599301588,29660
200,10,18,8,0.015999999642372132,0.0002594018,0.001567495771450922,-0.006549634039402008,0.0003,-0.3993619680404663,0.2,-0.11030179038643836,-0.006448623509844253,29670
225,12,18,9,0.11999999731779099,0.019257927,0.0009633231937186792,-0.009927712380886078,0.0003,-0.08718717098236084,0.2,-0.46258422136306765,-0.007748863405547724,29680
250,14,17,10,0.12799999713897706,0.03347183,0.0007733474660199136,-0.04507246986031532,0.0003,0.048398613929748535,0.2,-0.4099581867456436,-0.024140058928168173,29690
25,0,27,1,0.007999999821186066,0.00081371306,0.1605461873114109,0.06580717861652374,0.0003,0.03285759687423706,0.2,-0.3973310500383377,0.006790879756212576,29700
