time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/clip_fraction,train/approx_kl,train/value_loss,train/loss,train/learning_rate,train/explained_variance,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/n_updates
75,4,15,3,0.05999999940395355,0.012307155,0.25672943741083143,0.047600217163562775,0.0003,-0.3185614347457886,0.2,-3.0965325117111204,-0.01996466700747419,4420
100,6,15,4,0.09199999719858169,0.020451497,0.01337923719547689,-0.06295734643936157,0.0003,-0.1332869529724121,0.2,-3.355597972869873,-0.03496634864434611,4430
125,7,15,5,0.12799999639391899,0.031170582,0.008908746228553355,-0.062460191547870636,0.0003,-1.5208687782287598,0.2,-3.06170334815979,-0.033243911825118745,4440
150,9,15,6,0.12799999639391899,0.019939236,0.03023351784795523,-0.04152055084705353,0.0003,-0.15150845050811768,0.2,-2.8343875408172607,-0.0352154594808816,4450
175,11,15,7,0.2359999969601631,0.02594196,0.00569664326030761,-0.09179350733757019,0.0003,-0.05234575271606445,0.2,-3.2437182426452638,-0.05126929075270894,4460
200,13,15,8,0.02799999937415123,0.006869936,0.019852177798748018,-0.03403632342815399,0.0003,-0.5796352624893188,0.2,-2.893595576286316,-0.013681417004903907,4470
225,15,14,9,0.06799999773502349,0.013296201,0.02426432315260172,-0.053966354578733444,0.0003,-0.3202495574951172,0.2,-2.6118722677230837,-0.030229256588965824,4480
250,16,14,10,0.02799999937415123,0.012395556,1.2677357196807861,0.5042116045951843,0.0003,0.00045752525329589844,0.2,-2.733007526397705,-0.026811045126989442,4490
25,1,19,1,0.023999999463558196,0.010560844,0.07496670931577683,-0.02761680819094181,0.0003,0.7051012217998505,0.2,-2.403455948829651,-0.019171745354076862,4500
50,2,19,2,0.13999999761581422,0.024827482,0.021808020398020746,-0.09152060747146606,0.0003,-0.510744571685791,0.2,-3.5220061540603638,-0.04415992061421292,4510
75,4,18,3,0.007999999821186066,0.0065547465,0.6167478799819947,0.1952400952577591,0.0003,0.01029437780380249,0.2,-2.9781537532806395,-0.00632209939928714,4520
100,5,17,4,0.10799999684095382,0.029315583,0.04015026707202196,-0.05789770185947418,0.0003,-0.473355770111084,0.2,-3.0171177625656127,-0.038608417739160926,4530
125,7,17,5,0.12399999424815178,0.028927464,0.025450364127755164,-0.07483341544866562,0.0003,-0.1443847417831421,0.2,-2.521982955932617,-0.05098631888255474,4540
150,8,17,6,0.02799999937415123,0.006780629,0.019937543221749364,-0.043280910700559616,0.0003,0.0391007661819458,0.2,-2.437182331085205,-0.016846740884939492,4550
175,10,16,7,0.023999999463558196,0.006478078,0.022539866575971245,-0.05305680260062218,0.0003,-0.32304275035858154,0.2,-2.431273937225342,-0.01791020168975237,4560
200,12,16,8,0.03999999910593033,0.0123978155,0.05827265158295632,-0.035436514765024185,0.0003,-0.530275821685791,0.2,-2.7082892656326294,-0.023195502849761417,4570
225,14,15,9,0.011999999731779098,0.0034088825,0.02547142719849944,-0.022953316569328308,0.0003,-1.102956771850586,0.2,-2.291874957084656,-0.009636075413785505,4580
250,16,15,10,0.02799999937415123,0.005977094,0.4310139000415802,0.12113192677497864,0.0003,-0.29097437858581543,0.2,-2.803296685218811,-0.013130979056353808,4590
25,1,21,1,0.07999999821186066,0.022345109,0.10428546890616416,-0.022958893328905106,0.0003,-1.9731330871582031,0.2,-2.67951238155365,-0.037934614328667494,4600
50,2,19,2,0.03599999919533729,0.007711446,0.06567914597690105,-0.03195194527506828,0.0003,-1.4947402477264404,0.2,-2.7187039375305178,-0.023884510343894404,4610
75,4,17,3,0.02799999937415123,0.014577846,0.06544858068227768,-0.050178635865449905,0.0003,-0.36816275119781494,0.2,-2.6580222129821776,-0.027144427127292658,4620
100,5,17,4,0.1199999950826168,0.050928574,0.021486917696893214,-0.05078882724046707,0.0003,-1.0936057567596436,0.2,-3.1619681835174562,-0.027810150162316916,4630
125,7,17,5,0.09199999719858169,0.023951354,0.010160178458318115,-0.08391302078962326,0.0003,-0.5254546403884888,0.2,-2.7379010677337647,-0.043415417131036804,4640
150,8,16,6,0.0879999965429306,0.017351212,0.03133234288543463,-0.05041680857539177,0.0003,-0.7451838254928589,0.2,-2.4473408699035644,-0.03301624556444551,4650
175,10,16,7,0.19999999403953553,0.027727809,0.009777697082608939,-0.05917543172836304,0.0003,0.06375384330749512,0.2,-2.6917107343673705,-0.03846272192522804,4660
200,12,16,8,0.13999999761581422,0.028682943,0.08450709283351898,-0.07727639377117157,0.0003,0.20621556043624878,0.2,-2.591050934791565,-0.059292167972773056,4670
225,14,16,9,0.03999999910593033,0.008127361,0.1414063461124897,0.019671715795993805,0.0003,-0.0879361629486084,0.2,-2.535443115234375,-0.017858625679742522,4680
250,15,15,10,0.11599999666213989,0.037990943,0.2044421076774597,0.006193570792675018,0.0003,-0.02469456195831299,0.2,-2.8371424198150637,-0.04788984606787565,4690
25,1,22,1,0.1039999969303608,0.05302453,0.03680894579738379,-0.03759310021996498,0.0003,-0.1675114631652832,0.2,-2.1448673009872437,-0.0317755714859814,4700
50,2,20,2,0.011999999731779098,0.006273055,0.13610397800803184,-0.01536824181675911,0.0003,-0.8735570907592773,0.2,-1.995512104034424,-0.023000231967307626,4710
75,3,18,3,0.1479999952018261,0.11320481,0.06080647371709347,-0.08475316315889359,0.0003,-0.32606005668640137,0.2,-2.7133825063705443,-0.06292079524695886,4720
100,5,17,4,0.13599999696016313,0.018185453,1.0685116231441498,0.46288618445396423,0.0003,-0.011916160583496094,0.2,-2.671403932571411,0.015022569226101012,4730
125,7,17,5,0.12799999639391899,0.02551978,0.010636968445032835,-0.07847650349140167,0.0003,-0.048682212829589844,0.2,-2.5624958992004396,-0.048134229544550246,4740
150,8,17,6,0.003999999910593033,0.004702308,0.03561332887038589,-0.0341116227209568,0.0003,-0.7910763025283813,0.2,-2.0351372718811036,-0.015419047174626143,4750
175,10,16,7,0.1119999997317791,0.021109015,0.017982517555356025,-0.05587649345397949,0.0003,-1.712759017944336,0.2,-2.150183916091919,-0.02825789369503049,4760
200,12,16,8,0.011999999731779098,0.0036928318,0.034363148268312216,-0.007039554417133331,0.0003,0.07920551300048828,0.2,-2.188567352294922,-0.001650595644022701,4770
225,13,16,9,0.09999999701976776,0.02150879,0.025582422222942113,-0.07173599302768707,0.0003,-0.0747835636138916,0.2,-2.137058424949646,-0.037913437437265426,4780
250,15,15,10,0.0639999970793724,0.01588371,0.02021791716106236,-0.07014688849449158,0.0003,0.0447733998298645,0.2,-2.034614372253418,-0.035171763692051175,4790
25,1,22,1,0.08399999737739564,0.014276127,0.25240762531757355,0.053264737129211426,0.0003,0.47592979669570923,0.2,-2.3248019933700563,-0.013257410303690164,4800
50,2,20,2,0.0,0.007250821,0.06914865821599961,-0.007255088537931442,0.0003,-3.713454246520996,0.2,-1.8730471849441528,-0.016563587124459468,4810
75,3,19,3,0.07199999690055847,0.012102625,0.04218797627836466,-0.037965185940265656,0.0003,-1.4238550662994385,0.2,-3.729325294494629,-0.026841325478628164,4820
100,5,18,4,0.023999999463558196,0.005267062,0.08291095420718193,-0.011593647301197052,0.0003,-1.0584416389465332,0.2,-2.1885369062423705,-0.0272525931736455,4830
125,6,17,5,0.05199999734759331,0.011880884,0.09044378995895386,-0.04285035282373428,0.0003,-1.3731513023376465,0.2,-3.0299476861953734,-0.03214068159274763,4840
150,8,17,6,0.05999999865889549,0.012831821,0.12543824985623359,-0.007059551775455475,0.0003,0.054139673709869385,0.2,-2.638197088241577,-0.02244660849962372,4850
175,10,17,7,0.07599999755620956,0.024146663,0.02492743283510208,-0.07152359187602997,0.0003,-0.038936495780944824,0.2,-2.3561517000198364,-0.04125538603123271,4860
200,11,16,8,0.19599999487400055,0.01682909,0.03609330467879772,-0.061087168753147125,0.0003,-0.9827876091003418,0.2,-2.439438486099243,-0.03631355532258755,4870
225,13,16,9,0.06399999856948853,0.011455238,2.6700438499450683,1.0410703420639038,0.0003,0.05507040023803711,0.2,-2.2991175174713137,-0.01807262956816702,4880
250,15,16,10,0.0,0.0009276056,4.662706756591797,1.9447991847991943,0.0003,0.01408851146697998,0.2,-1.5502237677574158,-0.004957109146867822,4890
25,1,23,1,0.015999999642372132,0.0050456095,0.025708214519545435,-0.023235924541950226,0.0003,0.4728981852531433,0.2,-1.9045736908912658,-0.015208779073785905,4900
50,2,21,2,0.06399999856948853,0.010966997,0.010112321120686829,-0.023022618144750595,0.0003,0.3293413519859314,0.2,-1.4669198036193847,-0.014011253371136689,4910
75,3,19,3,0.015999999642372132,0.008645272,0.008164063841104508,-0.03193942829966545,0.0003,-0.7775321006774902,0.2,-1.59033362865448,-0.016948195022064284,4920
100,5,17,4,0.0,0.0018584155,0.0045205872971564535,-0.019734162837266922,0.0003,0.3312366008758545,0.2,-1.6756791353225708,-0.000550536209804875,4930
125,7,17,5,0.09199999794363975,0.019199835,0.0034174339030869304,-0.04818901792168617,0.0003,0.1704040765762329,0.2,-1.5438505172729493,-0.028728079892695036,4940
150,8,17,6,0.06399999856948853,0.028091487,0.2714038878679276,0.04293898493051529,0.0003,-1.6627159118652344,0.2,-1.7428868055343627,-0.024364050883334088,4950
175,10,16,7,0.019999999552965164,0.004766018,0.5949304461479187,0.2662842869758606,0.0003,0.012956798076629639,0.2,-1.9179341673851014,-0.0012707520949192031,4960
200,13,15,8,0.12799999713897706,0.028549861,0.16946084648370743,0.01035066694021225,0.0003,-1.829181432723999,0.2,-2.503999042510986,-0.021407361473946906,4970
225,15,14,9,0.0,0.00303246,0.36991121172904967,0.1296606808900833,0.0003,-0.0540081262588501,0.2,-1.8653696417808532,-0.009651116558779904,4980
250,17,14,10,0.019999999552965164,0.009839573,0.06024520620703697,-0.044322967529296875,0.0003,-1.258199691772461,0.2,-1.5330078721046447,-0.02838842171570235,4990
25,1,17,1,0.08799999803304673,0.018799644,0.4047182947397232,0.14856187999248505,0.0003,0.21485847234725952,0.2,-1.32396959066391,-0.019362590048462282,5000
50,3,15,2,0.02799999862909317,0.0064352057,0.020566444285213946,-0.0486510805785656,0.0003,0.13383281230926514,0.2,-1.333722996711731,-0.024824434319511025,5010
75,4,15,3,0.03999999910593033,0.006793117,0.07827912978827953,-0.03728454187512398,0.0003,-1.0699279308319092,0.2,-1.8664881348609925,-0.028852501608431426,5020
100,6,14,4,0.09999999552965164,0.03693464,0.01579388468526304,-0.04268960654735565,0.0003,-0.17439842224121094,0.2,-2.2306480169296266,-0.026260690405033316,5030
125,8,14,5,0.28399998843669894,0.15212543,0.04782528765499592,-0.04712042212486267,0.0003,0.07833606004714966,0.2,-2.9283408164978026,-0.037593633398413574,5040
150,10,14,6,0.13599999547004699,0.023450863,0.017086183466017247,-0.051554493606090546,0.0003,-1.9618134498596191,0.2,-1.9747711896896363,-0.03186095928307679,5050
175,12,14,7,0.07599999904632568,0.018491441,0.04830575808882713,-0.09567294269800186,0.0003,0.11615496873855591,0.2,-2.522999572753906,-0.05028199418634358,5060
200,14,14,8,0.1679999977350235,0.025485562,0.015243353135883809,-0.03366708755493164,0.0003,0.12397783994674683,0.2,-2.662586736679077,-0.01884493958065292,5070
225,15,14,9,0.04799999892711639,0.010966768,0.06275782436132431,-0.01872689090669155,0.0003,0.23021411895751953,0.2,-1.7122239232063294,-0.017851969413401038,5080
250,17,14,10,0.10399999767541886,0.04842246,0.1626059591770172,0.002881515771150589,0.0003,0.14346158504486084,0.2,-1.8968873500823975,-0.04276302215456944,5090
25,1,22,1,0.015999999642372132,0.006221647,0.08364954888820648,0.0059809256345033646,0.0003,-0.1364973783493042,0.2,-1.443144142627716,-0.010318125236313768,5100
50,2,21,2,0.0,0.0022067833,1.8529136538505555,0.6937546730041504,0.0003,-0.08242607116699219,0.2,-1.5379685759544373,-0.010869485637172716,5110
75,3,20,3,0.04799999892711639,0.011828453,0.07987226247787475,-0.03438223525881767,0.0003,-2.106674909591675,0.2,-1.8647849202156066,-0.0356695106206459,5120
100,4,20,4,0.05599999874830246,0.014654009,0.031914097256958485,-0.06532992422580719,0.0003,-0.02759528160095215,0.2,-1.6672995686531067,-0.037612896716222186,5130
125,6,19,5,0.03599999919533729,0.007536752,0.4983049601316452,0.12703770399093628,0.0003,-0.15519940853118896,0.2,-1.6589477062225342,-0.023535301752388448,5140
150,7,18,6,0.05599999874830246,0.0080074,0.002208344933751505,-0.03598839417099953,0.0003,-8.153116226196289,0.2,-1.4640216112136841,-0.019609145222231915,5150
175,9,18,7,0.09199999868869782,0.023315225,0.0006937339232536033,-0.03367806226015091,0.0003,-20.69964027404785,0.2,-1.629180359840393,-0.019010357696562962,5160
200,11,18,8,0.03599999919533729,0.008447134,0.04779605157673359,-0.03961596265435219,0.0003,0.015771090984344482,0.2,-1.7950560212135316,-0.01382824717741471,5170
225,12,17,9,0.17999999597668648,0.046588257,0.2331182986497879,0.008709445595741272,0.0003,-3.2431564331054688,0.2,-2.916632628440857,-0.032466187488287626,5180
250,14,17,10,0.0,0.0017914008,0.1552570030093193,0.04839424788951874,0.0003,0.25043296813964844,0.2,-1.6194941639900207,-0.003660140822175606,5190
25,1,24,1,0.05999999865889549,0.0101955915,0.32099013924598696,0.09612660109996796,0.0003,-0.09066128730773926,0.2,-2.336146855354309,-0.01515137002340623,5200
50,2,20,2,0.0,0.001060543,2.599552845954895,1.171971321105957,0.0003,-0.3040764331817627,0.2,-2.1883872032165526,0.006123279969208006,5210
75,3,20,3,0.051999998092651364,0.012969823,0.058137978240847585,-0.03916393220424652,0.0003,-1.463510274887085,0.2,-1.8610433220863343,-0.029349214609712425,5220
100,5,19,4,0.031999999284744264,0.0050669643,0.15227325409650802,0.04138198494911194,0.0003,-0.6716271638870239,0.2,-2.087765407562256,-0.0053787463716581385,5230
125,6,19,5,0.0799999974668026,0.01854383,0.11229537799954414,-0.038276173174381256,0.0003,-0.16818642616271973,0.2,-2.7328463077545164,-0.036696655679494226,5240
150,7,18,6,0.05199999883770943,0.016213613,0.025455557368695737,-0.03750673681497574,0.0003,0.16449308395385742,0.2,-2.1920536756515503,-0.023747132380493242,5250
175,9,18,7,0.019999999552965164,0.008663132,0.04686096590012312,-0.030264962464571,0.0003,-0.08559966087341309,0.2,-2.0362754106521606,-0.008467243742198604,5260
200,11,17,8,0.059999997913837436,0.015281017,0.011799422744661569,-0.0619288831949234,0.0003,-0.29569578170776367,0.2,-1.7909144401550292,-0.03524772409163397,5270
225,12,17,9,0.02799999937415123,0.008649426,0.00318279528291896,-0.02854914404451847,0.0003,-1.0023486614227295,0.2,-1.6997666001319884,-0.013804069263628094,5280
250,14,16,10,0.07199999839067459,0.013661628,0.0014807857165578752,-0.0271461121737957,0.0003,0.05140388011932373,0.2,-1.6932639718055724,-0.017559384200721694,5290
25,0,25,1,0.023999999463558196,0.008697641,0.0013438010413665325,-0.021980592980980873,0.0003,0.18498480319976807,0.2,-1.7208320498466492,-0.010804907549172071,5300
50,2,22,2,0.023999999463558196,0.009001877,0.025582092069089412,-0.029938362538814545,0.0003,0.12739384174346924,0.2,-1.7511868953704834,-0.015240571398287273,5310
75,3,20,3,0.031999999284744264,0.006092591,0.01669304552488029,-0.025187579914927483,0.0003,-0.18866276741027832,0.2,-1.7432111620903015,-0.01409098167670777,5320
100,5,19,4,0.0,0.0033868956,0.11760451421141624,0.00341101735830307,0.0003,-1.2908167839050293,0.2,-1.6272776961326598,-0.004996349892054752,5330
125,6,18,5,0.10799999609589576,0.008728251,0.024919763579964636,-0.054342564195394516,0.0003,-2.0478978157043457,0.2,-2.469942831993103,-0.031552735346369334,5340
150,8,18,6,0.02799999937415123,0.006391015,0.03198070768266916,-0.03921469300985336,0.0003,-0.5539042949676514,0.2,-1.748024046421051,-0.022164634199812384,5350
175,9,17,7,0.043999999016523364,0.0141367335,0.12120084837079048,-0.03447810187935829,0.0003,-0.32322776317596436,0.2,-1.755965256690979,-0.045039930710568755,5360
200,11,17,8,0.0,0.001601994,0.0371982803568244,-0.011600912548601627,0.0003,-0.08886599540710449,0.2,-1.617262363433838,-0.002301368055399422,5370
225,13,16,9,0.023999999463558196,0.0044624805,0.03571517840027809,-0.022322848439216614,0.0003,-5.852598667144775,0.2,-2.0475388765335083,-0.012247090868651611,5380
250,15,16,10,0.04799999743700027,0.013245363,0.06288853110745549,-0.03603135049343109,0.0003,-4.296220779418945,0.2,-1.5170533061027527,-0.01992812744900583,5390
25,1,23,1,0.09599999859929084,0.019358778,0.11045462489128113,0.01678197830915451,0.0003,0.08136767148971558,0.2,-1.7052736163139344,-0.017023239895701404,5400
50,2,21,2,0.0,0.00071495055,1.7508878111839294,0.776536762714386,0.0003,-0.005003213882446289,0.2,-1.241504144668579,0.006364279625937286,5410
75,3,19,3,0.0559999980032444,0.04044857,0.11417966783046722,-0.002086807042360306,0.0003,0.27148133516311646,0.2,-1.7696258783340455,-0.026899272255599273,5420
100,5,19,4,0.043999999016523364,0.013969867,0.01566404113546014,-0.055619750171899796,0.0003,0.8005188852548599,0.2,-1.2059379458427428,-0.02864853641949594,5430
125,6,19,5,0.015999999642372132,0.0070085023,0.2872065782546997,0.07046268880367279,0.0003,-0.43058574199676514,0.2,-1.9213740825653076,-0.016338592457468337,5440
150,8,18,6,0.09999999403953552,0.019176373,0.0074194701155647635,-0.03167074918746948,0.0003,-0.14041686058044434,0.2,-1.248842477798462,-0.02045110437460247,5450
175,9,18,7,0.03999999910593033,0.0023397207,0.03712661862373352,0.006444403901696205,0.0003,-0.0005781650543212891,0.2,-1.9050334692001343,-0.004809005157090596,5460
200,11,17,8,0.043999999016523364,0.011873429,0.00682667656801641,-0.040499504655599594,0.0003,0.34587717056274414,0.2,-1.4338270664215087,-0.02104452142957598,5470
225,12,17,9,0.03599999919533729,0.012855921,0.22327482253313063,0.04011872783303261,0.0003,0.0829513669013977,0.2,-1.4558436274528503,-0.021160345968790396,5480
250,14,16,10,0.019999999552965164,0.007822618,0.014883964229375124,-0.04818826913833618,0.0003,0.1631777286529541,0.2,-1.8464444637298585,-0.023493815038818866,5490
25,1,24,1,0.09999999776482582,0.023834853,0.007203232147730887,-0.03993155062198639,0.0003,0.03859567642211914,0.2,-1.3004344582557679,-0.022044937690719735,5500
50,2,22,2,0.05599999874830246,0.017529406,0.004497762396931648,-0.017078947275877,0.0003,-0.5902876853942871,0.2,-1.3171208858489991,-0.014356225823052071,5510
75,3,20,3,0.1599999949336052,0.04317418,0.008806881122291088,-0.059295278042554855,0.0003,-0.7663463354110718,0.2,-1.4753129482269287,-0.035633857216686236,5520
100,5,19,4,0.031999999284744264,0.008515933,0.20129288136959075,0.0896977037191391,0.0003,0.6019437313079834,0.2,-1.191475474834442,0.011569871651008156,5530
125,6,19,5,0.007999999821186066,0.004720554,0.01725785108283162,-0.027711281552910805,0.0003,-2.307577133178711,0.2,-1.0565781831741332,-0.012763777029002022,5540
150,7,18,6,0.007999999821186066,0.0025240183,12.911567783355713,6.025554656982422,0.0003,0.03686070442199707,0.2,-1.1260345697402954,0.0007812347192086122,5550
175,9,18,7,0.023999999463558196,0.009533002,1.0945540726184846,0.43899857997894287,0.0003,0.007667064666748047,0.2,-1.4136991381645203,-0.014333850358612921,5560
200,11,17,8,0.07999999821186066,0.01278645,0.003357027273159474,-0.009424603544175625,0.0003,0.004347562789916992,0.2,-1.130952739715576,-0.007411714605521524,5570
225,13,17,9,0.03599999919533729,0.008208551,0.029589039646089076,-0.022285284474492073,0.0003,0.11313724517822266,0.2,-1.2639897346496582,-0.015742984902579592,5580
250,14,16,10,0.09199999719858169,0.014641635,0.2046639934182167,0.013576623052358627,0.0003,-4.014085292816162,0.2,-2.2250890254974367,-0.02866923200245992,5590
25,1,24,1,0.0839999996125698,0.019382028,0.12525813207030295,0.007143184542655945,0.0003,0.06124395132064819,0.2,-1.9944294452667237,-0.025208681017858937,5600
50,2,22,2,0.007999999821186066,0.002930224,0.007385668950155378,-0.02026398666203022,0.0003,-0.4025108814239502,0.2,-1.2095856666564941,-0.009778080592630545,5610
75,3,20,3,0.11599999591708184,0.03425579,0.10080846063792706,-0.005328288301825523,0.0003,-5.783444404602051,0.2,-2.281755256652832,-0.021359742538072622,5620
100,5,19,4,0.07599999830126762,0.03141307,0.027351922169327737,-0.057351004332304,0.0003,0.6043222844600677,0.2,-1.61150621175766,-0.044063196225091875,5630
125,6,18,5,0.06399999856948853,0.0110030025,0.004125701158773154,-0.018432745710015297,0.0003,0.06268393993377686,0.2,-1.3855282545089722,-0.011054663877468585,5640
150,8,18,6,0.015999999642372132,0.005099082,0.07469369787722827,-0.0030495179817080498,0.0003,-0.3805176019668579,0.2,-1.4266295552253723,-0.00465154854324652,5650
175,9,18,7,0.011999999731779098,0.011072593,0.03141423910856247,-0.01681547611951828,0.0003,-0.360537052154541,0.2,-1.3548100352287293,-0.013155861173523676,5660
200,11,17,8,0.0,0.0015324377,0.02670443942770362,-0.009921925142407417,0.0003,0.5189568996429443,0.2,-1.3839215755462646,0.00038013909012022393,5670
225,13,17,9,0.09599999561905861,0.020562414,0.022588947042822837,-0.05292688310146332,0.0003,-0.4934089183807373,0.2,-2.537811779975891,-0.029381089966744156,5680
250,14,16,10,0.29999999701976776,0.066021815,0.009623279003426433,-0.08803384751081467,0.0003,-0.8012417554855347,0.2,-3.531136727333069,-0.054031918399036274,5690
25,1,24,1,0.03599999919533729,0.02034944,0.040562722459435464,-0.03113250993192196,0.0003,-1.2925918102264404,0.2,-1.4767029643058778,-0.02148082471266406,5700
50,2,22,2,0.03999999761581421,0.012767708,0.022998879989609124,-0.04493938758969307,0.0003,0.06809079647064209,0.2,-1.297686517238617,-0.023692481690085997,5710
75,3,21,3,0.007999999821186066,0.003363993,0.01451458055526018,-0.008203648030757904,0.0003,0.012067794799804688,0.2,-1.3145086169242859,0.0004488149159584509,5720
100,4,20,4,0.015999999642372132,0.013346192,0.011947292648255826,-0.0285884328186512,0.0003,-0.009775638580322266,0.2,-1.2642152786254883,-0.014219833593816133,5730
125,6,19,5,0.11999999582767487,0.019791108,0.1169820636510849,-0.022574730217456818,0.0003,-0.8011664152145386,0.2,-1.2892930626869201,-0.031023281039669826,5740
150,7,19,6,0.059999997913837436,0.018698547,0.05758136697113514,-0.0093567855656147,0.0003,-0.14313697814941406,0.2,-1.3901159405708312,-0.021652111879549806,5750
175,9,18,7,0.05599999874830246,0.00848017,0.00015556504731648602,-0.01716471090912819,0.0003,-40.023197174072266,0.2,-1.217011046409607,-0.010195418662857137,5760
200,10,18,8,0.05599999874830246,0.013984566,0.018426592368632554,-0.030350176617503166,0.0003,-2.4151692390441895,0.2,-1.3642005681991578,-0.01865700320340693,5770
225,12,17,9,0.03999999910593033,0.008777249,0.0021126141480635853,-0.028544379398226738,0.0003,-0.010406255722045898,0.2,-1.2483878970146178,-0.015476297180168075,5780
250,14,17,10,0.06399999856948853,0.014256572,0.0029633358761202546,-0.04549938440322876,0.0003,-0.2152036428451538,0.2,-1.2365497827529908,-0.022655502335634025,5790
25,0,25,1,0.07599999830126762,0.03407751,0.01834876835346222,-0.056365590542554855,0.0003,-19.6190185546875,0.2,-1.545043683052063,-0.03266121080610986,5800
50,2,22,2,0.011999999731779098,0.0028500103,0.009423465747386218,-0.016757884994149208,0.0003,0.1828901171684265,0.2,-1.3223863959312439,-0.006280137667199171,5810
75,3,20,3,0.011999999731779098,0.0040351725,0.6524223506450653,0.22425895929336548,0.0003,0.04765218496322632,0.2,-1.326161539554596,-0.006653096870053688,5820
100,4,20,4,0.12799999713897706,0.030964544,0.057235730439424516,-0.025503693148493767,0.0003,0.8049854040145874,0.2,-2.59699490070343,-0.026048410469199722,5830
125,6,19,5,0.05599999874830246,0.013705065,0.048634845018386844,-0.043529003858566284,0.0003,-3.812066078186035,0.2,-1.4614004254341126,-0.03144549345690706,5840
150,7,19,6,0.051999999582767485,0.015686315,0.031888616643846034,-0.055986952036619186,0.0003,-1.6740303039550781,0.2,-1.595570456981659,-0.03662651702575381,5850
175,9,18,7,0.019999999552965164,0.009155414,0.001303815023857169,-0.00954143051058054,0.0003,-8.52004623413086,0.2,-1.697143518924713,-0.0008969330315160562,5860
200,10,18,8,0.07999999895691871,0.020865748,0.00057800584618235,-0.11384334415197372,0.0003,-20.058469772338867,0.2,-1.6673239469528198,-0.05564385259524016,5870
225,12,18,9,0.09599999934434891,0.026332587,0.08131270445883274,-0.07391782104969025,0.0003,0.17219358682632446,0.2,-1.5999159574508668,-0.055929232992231806,5880
250,14,17,10,0.03999999910593033,0.016961012,0.10210609771311283,-0.0013152435421943665,0.0003,-0.8954967260360718,0.2,-1.7798784017562865,-0.012502458285337071,5890
25,1,24,1,0.04799999892711639,0.0133767435,0.004489287757314742,-0.03704209625720978,0.0003,-0.46913838386535645,0.2,-1.4934275507926942,-0.022009214432910085,5900
50,2,22,2,0.043999999016523364,0.013974776,0.06244300678372383,-0.020246366038918495,0.0003,0.3812423348426819,0.2,-1.2445080637931825,-0.019377939558587798,5910
75,3,22,3,0.09199999794363975,0.022076556,0.04673447832465172,-0.016830619424581528,0.0003,-2.068944215774536,0.2,-1.9351123809814452,-0.0167418732545336,5920
100,4,21,4,0.0,0.001004343,0.008138661575503647,-0.013313854113221169,0.0003,-0.04731154441833496,0.2,-1.0459438562393188,-0.004715936555701817,5930
125,6,20,5,0.06799999773502349,0.01556694,0.005280323093757033,-0.04870429262518883,0.0003,0.2317509651184082,0.2,-1.006159919500351,-0.02945190490037204,5940
150,7,19,6,0.07999999597668647,0.010966752,0.037024644762277605,-0.03870505467057228,0.0003,-0.3054412603378296,0.2,-1.2606696963310242,-0.030149216199293605,5950
175,9,19,7,0.09999999701976776,0.021312945,0.03769446844235062,-0.04017273336648941,0.0003,-0.7451168298721313,0.2,-2.21019606590271,-0.01829898974392563,5960
200,10,18,8,0.0,0.0012558651,0.04815128613263368,-0.006630489602684975,0.0003,-0.3065531253814697,0.2,-0.8770710408687592,-0.00744745408161549,5970
225,12,18,9,0.0,0.00037265776,1.360779881477356,0.6056064963340759,0.0003,-0.08851099014282227,0.2,-0.9418772041797638,-0.003993266505713677,5980
250,14,17,10,0.03999999910593033,0.0070493435,0.03812051303684712,-0.03285277634859085,0.0003,-0.07698416709899902,0.2,-1.3402041912078857,-0.025848136226646546,5990
25,0,26,1,0.12799999341368676,0.102017455,0.37564568817615507,0.08693458884954453,0.0003,0.18937182426452637,0.2,-1.338413941860199,-0.04639761707186736,6000
50,2,23,2,0.0,0.00023718357,0.03956312527880072,0.0008262442424893379,0.0003,0.0375247597694397,0.2,-0.6807787477970123,-0.0014398226536322055,6010
75,3,22,3,0.03999999910593033,0.007430446,0.01708041410893202,-0.007635721005499363,0.0003,0.13979315757751465,0.2,-0.7202314674854279,-0.009865595898125435,6020
100,4,21,4,0.007999999821186066,0.0016875839,0.021427743043750523,-0.004654873162508011,0.0003,0.10141611099243164,0.2,-0.7776967823505402,-0.0029696568771029773,6030
125,5,21,5,0.007999999821186066,0.002716887,0.011296563153155147,-0.007232391741126776,0.0003,0.12445515394210815,0.2,-0.8360586047172547,-0.005033224668586911,6040
150,7,20,6,0.007999999821186066,0.0028270197,0.010751803545281291,-0.003010887885466218,0.0003,-0.11944246292114258,0.2,-0.9430398583412171,-0.002102579080921885,6050
175,8,20,7,0.003999999910593033,0.0029418492,0.008145614340901376,-0.014951979741454124,0.0003,0.3489301800727844,0.2,-1.012297648191452,-0.005920275650685624,6060
200,10,19,8,0.023999999463558196,0.002858188,0.003552213544026017,-0.007264554500579834,0.0003,-1.8655266761779785,0.2,-1.0382768511772156,-0.0014755890204687816,6070
225,12,18,9,0.007999999821186066,0.0048383973,0.024632920697331428,-0.01937718875706196,0.0003,-1.0478160381317139,0.2,-1.1634020328521728,-0.011810545074403933,6080
