time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/entropy_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/loss,train/value_loss,train/explained_variance,train/learning_rate,train/policy_gradient_loss,train/n_updates
7,175,8,21,-2.5346079111099242,0.2,0.031281095,0.09199999794363975,0.4639308750629425,1.0369835138320922,0.05789560079574585,0.0003,-0.006239114104770493,5260
8,200,9,20,-2.6400428771972657,0.2,0.047628187,0.1519999973475933,-0.02714596688747406,0.14236338287591935,-0.309678316116333,0.0003,-0.055577891159802564,5270
9,225,11,20,-2.073040080070496,0.2,0.023327064,0.08399999737739564,0.9521807432174683,2.132044267654419,-0.40878522396087646,0.0003,-0.009292620904744808,5280
10,250,12,19,-2.0336067914962768,0.2,0.00328094,0.007999999821186066,0.0989815890789032,0.3849216729402542,-0.5237240791320801,0.0003,-0.013031959641724456,5290
1,25,0,27,-2.3781970024108885,0.2,0.029396808,0.09599999710917473,-0.01334177702665329,0.16105631440877916,-1.6877951622009277,0.0003,-0.03729777551908029,5300
2,50,2,24,-2.5456249952316283,0.2,0.038968816,0.28799999356269834,0.22474417090415955,0.5416390895843506,-0.0023040771484375,0.0003,-0.02745962353795761,5310
3,75,3,23,-2.393068480491638,0.2,0.026121948,0.11599999517202378,-0.045539457350969315,0.08955651223659515,0.20336097478866577,0.0003,-0.043696511320769814,5320
4,100,4,22,-2.4905350685119627,0.2,0.008277042,0.031999999284744264,0.5414479970932007,1.306096351146698,0.025283992290496826,0.0003,-0.016106655290350602,5330
5,125,5,22,-2.3163979053497314,0.2,0.0036125397,0.015999999642372132,0.20326398313045502,0.5831701129674911,-0.10079479217529297,0.0003,-0.018281546222045985,5340
6,150,7,21,-2.375980186462402,0.2,0.008164863,0.031999999284744264,0.19374661147594452,0.49583542346954346,-0.27020108699798584,0.0003,-0.0269398815594613,5350
7,175,8,20,-2.342539644241333,0.2,0.0131596755,0.07199999839067459,0.02022753655910492,0.22092929035425185,-0.10032343864440918,0.0003,-0.03674973914958528,5360
8,200,9,20,-2.2772836923599242,0.2,0.04429849,0.21599998995661734,-0.05327597260475159,0.03748740516602993,-2.605254888534546,0.0003,-0.04481827929243458,5370
9,225,11,20,-2.873012638092041,0.2,0.025504906,0.11999999582767487,-0.05524596571922302,0.14768591448664664,-0.5095928907394409,0.0003,-0.06323120118677679,5380
10,250,12,19,-2.5023832082748414,0.2,0.012248211,0.05199999883770943,0.0271352119743824,0.17981889992952346,-0.6291699409484863,0.0003,-0.024941810958087274,5390
1,25,1,23,-2.2806242227554323,0.2,0.01022443,0.019999999552965164,0.09678742289543152,0.32617549896240233,-0.19593632221221924,0.0003,-0.016273864262504566,5400
2,50,2,22,-2.4232589960098267,0.2,0.009464059,0.043999999016523364,0.5518311262130737,1.2486057996749877,0.03182476758956909,0.0003,-0.023089274486526888,5410
3,75,3,22,-2.3745782375335693,0.2,0.014934437,0.051999998092651364,0.0018316060304641724,0.18974753022193908,-0.048174381256103516,0.0003,-0.03681162032764433,5420
4,100,4,22,-2.3298324584960937,0.2,0.02605833,0.08799999803304673,-0.04636506736278534,0.05945822447538376,-0.36945247650146484,0.0003,-0.03468297966336813,5430
5,125,5,21,-2.5227933168411254,0.2,0.01783077,0.07199999839067459,0.1342584490776062,0.4708497732877731,0.05407679080963135,0.0003,-0.045363101355731315,5440
6,150,7,21,-2.1164716243743897,0.2,0.004513075,0.003999999910593033,0.3491435647010803,0.7783132493495941,-0.5940374135971069,0.0003,-0.0012390293814241726,5450
7,175,8,20,-1.9155994415283204,0.2,0.008073206,0.011999999731779098,0.023431293666362762,0.25941259413957596,0.17981219291687012,0.0003,-0.023192128243506714,5460
8,200,9,20,-1.94526526927948,0.2,0.0062999106,0.019999999552965164,0.08070725202560425,0.23352546393871307,0.08353888988494873,0.0003,-0.012677831215318314,5470
9,225,11,19,-2.1294182538986206,0.2,0.023378614,0.07999999672174454,0.026988975703716278,0.14935294836759566,0.029022395610809326,0.0003,-0.024215773925185147,5480
10,250,12,19,-1.651639711856842,0.2,0.009010937,0.03599999919533729,0.03071925789117813,0.26405683159828186,-0.027910470962524414,0.0003,-0.03015731348795896,5490
1,25,0,28,-1.5728286981582642,0.2,0.0033911322,0.0,0.10563976317644119,0.3985290050506592,-0.872382640838623,0.0003,-0.01228725530067436,5500
2,50,1,25,-2.273965525627136,0.2,0.0030648208,0.003999999910593033,0.8506762385368347,1.7615671277046203,-0.10907983779907227,0.0003,-0.010193816262879452,5510
3,75,3,23,-1.9297272086143493,0.2,0.03818491,0.10799999684095382,-0.001629360020160675,0.13841118216514586,-0.14721786975860596,0.0003,-0.04042689814046021,5520
4,100,4,22,-2.0574423551559446,0.2,0.008820636,0.03599999919533729,0.0749514251947403,0.25371813476085664,-0.026209473609924316,0.0003,-0.0033321438914860834,5530
5,125,5,21,-2.1491373777389526,0.2,0.0064037773,0.015999999642372132,0.14529144763946533,0.40631155073642733,-0.2298271656036377,0.0003,-0.021176802134141325,5540
6,150,7,21,-2.533610987663269,0.2,0.0043371273,0.007999999821186066,4.261743068695068,8.769392967224121,-0.019207239151000977,0.0003,-0.008357480463338974,5550
7,175,8,20,-2.1223183155059813,0.2,0.015134463,0.0799999974668026,0.28623664379119873,0.7474415481090546,0.13529789447784424,0.0003,-0.0200198008604346,5560
8,200,9,20,-1.7456187725067138,0.2,0.012634213,0.05599999874830246,-0.03231276199221611,0.05575507842004299,-0.47889113426208496,0.0003,-0.028255696844308887,5570
9,225,11,19,-2.051627540588379,0.2,0.016901163,0.07199999690055847,0.04143905267119408,0.13561345264315605,-0.45004212856292725,0.0003,-0.0017231771766674342,5580
10,250,12,19,-2.1051600694656374,0.2,0.016756488,0.06799999848008156,-0.052996307611465454,0.055903882905840876,-0.13189232349395752,0.0003,-0.03257477193884526,5590
1,25,0,28,-1.3359122633934022,0.2,0.0073094866,0.015999999642372132,0.00972582958638668,0.05954242683947086,0.5284172594547272,0.0003,-0.008113879035925465,5600
2,50,1,25,-2.163277506828308,0.2,0.019394672,0.10399999767541886,-0.037045832723379135,0.05868429616093636,-0.3088451623916626,0.0003,-0.03624108956754242,5610
3,75,3,24,-2.043027091026306,0.2,0.007204163,0.015999999642372132,0.014434028416872025,0.1071634866297245,0.04506337642669678,0.0003,-0.010141236937372077,5620
4,100,4,23,-2.0257076263427733,0.2,0.017550265,0.08799999803304673,-0.06608859449625015,0.022760116681456565,-0.5424835681915283,0.0003,-0.04407781823351975,5630
5,125,5,22,-2.1151705503463747,0.2,0.053180836,0.2079999938607216,-0.07586104422807693,0.01419726675376296,-0.692473292350769,0.0003,-0.044555064311251155,5640
6,150,6,21,-1.8790403485298157,0.2,0.009946005,0.06399999856948853,0.43656590580940247,1.005344319343567,-0.1030651330947876,0.0003,-0.013959358108229925,5650
7,175,8,21,-1.8693017363548279,0.2,0.011742453,0.0559999980032444,0.1938508003950119,0.5972308933734893,0.024872541427612305,0.0003,-0.030861806916072966,5660
8,200,9,20,-1.7374736666679382,0.2,0.04767059,0.12799999639391899,-0.030911464244127274,0.026841183193027973,-0.18306100368499756,0.0003,-0.023429358834400206,5670
9,225,11,20,-2.3346456050872804,0.2,0.014673817,0.10399999618530273,1.4537745714187622,3.2390960693359374,-0.08464205265045166,0.0003,-0.005182198881171729,5680
10,250,12,19,-1.8289568781852723,0.2,0.011900622,0.0559999980032444,-0.005988381803035736,0.12602245658636094,-0.18240809440612793,0.0003,-0.035264615843072986,5690
1,25,0,27,-2.3464359283447265,0.2,0.02022317,0.09599999785423279,-0.04192610830068588,0.05683884508907795,-0.07005500793457031,0.0003,-0.03167950216308242,5700
2,50,2,24,-1.5015948414802551,0.2,0.008648625,0.023999999463558196,-0.004233408719301224,0.0802997387945652,0.11149483919143677,0.0003,-0.018174337082076875,5710
3,75,3,23,-2.315877652168274,0.2,0.012882995,0.07999999821186066,-0.07216773927211761,0.019881897233426572,-1.481203317642212,0.0003,-0.028802024628501323,5720
4,100,4,22,-2.0792224168777467,0.2,0.015767433,0.07999999821186066,-0.04356449842453003,0.07648880258202553,-0.050369858741760254,0.0003,-0.025978968942538216,5730
5,125,5,22,-1.9234085202217102,0.2,0.053044766,0.15999999418854713,0.08669554442167282,0.35727972984313966,-0.7658320665359497,0.0003,-0.031105876915157184,5740
6,150,6,21,-1.7984117269515991,0.2,0.018960893,0.08399999812245369,-0.04504531994462013,0.05238573737442494,0.258101224899292,0.0003,-0.04222307069599616,5750
7,175,8,21,-2.6286463022232054,0.2,0.034001887,0.15599999576807022,0.07541874051094055,0.3288184851408005,0.025420188903808594,0.0003,-0.039639600366353986,5760
8,200,9,20,-1.8416895866394043,0.2,0.0022322987,0.0,1.502495527267456,3.0632132291793823,0.03233957290649414,0.0003,0.009575994016602607,5770
9,225,11,20,-1.102934765815735,0.2,0.00019024134,0.0,1.7083295583724976,3.634265351295471,-0.16139507293701172,0.0003,-0.0013682078840801637,5780
10,250,12,19,-2.457642078399658,0.2,0.0023030734,0.007999999821186066,1.314749002456665,2.7521597146987915,0.07845473289489746,0.0003,-0.009409839695319278,5790
1,25,0,27,-1.8544700384140014,0.2,0.0063672327,0.03999999910593033,1.0002250671386719,2.3294855117797852,-0.06738924980163574,0.0003,-0.012944413745776729,5800
2,50,2,23,-2.2168312788009645,0.2,0.011488132,0.03599999919533729,-0.0242892038077116,0.07560379467904568,0.007022380828857422,0.0003,-0.020506683383138123,5810
3,75,3,23,-2.1340434074401857,0.2,0.010819821,0.031999999284744264,0.030394550412893295,0.10683963149785995,-0.1696164608001709,0.0003,-0.009579198510793674,5820
4,100,4,22,-2.43511061668396,0.2,0.005682442,0.011999999731779098,0.7253398895263672,1.6710805416107177,-0.08388948440551758,0.0003,-0.022481271497846934,5830
5,125,5,22,-2.7468283414840697,0.2,0.021402974,0.1039999969303608,-0.017777487635612488,0.07855475768446922,-0.4372504949569702,0.0003,-0.02539349731337275,5840
6,150,6,21,-2.2791797161102294,0.2,0.020194484,0.09999999701976776,-0.05413583666086197,0.02228963915258646,-0.11451363563537598,0.0003,-0.036869888331741055,5850
7,175,8,21,-2.4296344041824343,0.2,0.03854916,0.19599999636411666,-0.07518193125724792,0.03155773710459471,-0.31021058559417725,0.0003,-0.053275919783860815,5860
8,200,9,20,-2.684340405464172,0.2,0.017150607,0.06799999698996544,0.02533206343650818,0.19211795181035995,-0.7248356342315674,0.0003,-0.02350038339127778,5870
9,225,11,20,-2.5660915613174438,0.2,0.023736948,0.08399999737739564,0.010185971856117249,0.18363608717918395,0.06896495819091797,0.0003,-0.03743830509623507,5880
10,250,12,20,-2.5848629474639893,0.2,0.012704698,0.07999999821186066,0.43745607137680054,1.0914048969745636,-0.030688047409057617,0.0003,-0.0231478135986265,5890
1,25,1,24,-2.6343855619430543,0.2,0.027062463,0.12799999490380287,-0.028982512652873993,0.13139967173337935,0.07851254940032959,0.0003,-0.05487559951841945,5900
2,50,2,24,-2.188701844215393,0.2,0.00243865,0.0,0.3123147487640381,0.759088683128357,-0.08812105655670166,0.0003,-0.011281604824587533,5910
3,75,3,23,-2.135712766647339,0.2,0.015438139,0.06399999856948853,-0.002527192234992981,0.18928463160991668,-0.1468883752822876,0.0003,-0.03826033238321571,5920
4,100,4,22,-2.020847725868225,0.2,0.006068301,0.019999999552965164,0.31123536825180054,0.82758269906044,-0.14528942108154297,0.0003,-0.00805156851839257,5930
5,125,5,21,-2.7588784456253053,0.2,0.034926087,0.17599999234080316,0.05813553184270859,0.2174166977405548,-0.04823756217956543,0.0003,-0.036392703298479746,5940
6,150,7,21,-2.469988751411438,0.2,0.03856057,0.15999999418854713,0.019397735595703125,0.22374578267335893,-0.19724905490875244,0.0003,-0.04823471115715776,5950
7,175,8,20,-2.687978982925415,0.2,0.052594412,0.19999999329447746,-0.06198620796203613,0.054438700154423716,0.10793828964233398,0.0003,-0.04861344515159729,5960
8,200,9,20,-2.482755947113037,0.2,0.033504296,0.1719999961555004,0.17698019742965698,0.48531444668769835,0.06084412336349487,0.0003,-0.03455634060502035,5970
9,225,11,20,-2.4178102254867553,0.2,0.016402738,0.07599999830126762,0.09390568733215332,0.45235455334186553,-0.013184070587158203,0.0003,-0.028892316341400104,5980
10,250,12,19,-2.287145209312439,0.2,0.008205159,0.023999999463558196,1.1122068166732788,2.520777940750122,0.007180273532867432,0.0003,-0.02344214272405907,5990
1,25,0,28,-2.459516406059265,0.2,0.0053686714,0.015999999642372132,0.49731576442718506,1.457067894935608,-0.14419162273406982,0.0003,-0.018245365518144752,6000
2,50,1,25,-1.8340795636177063,0.2,0.004894781,0.015999999642372132,0.4294012784957886,1.0750716507434845,-0.660213828086853,0.0003,-0.011510280287591712,6010
3,75,3,23,-1.6428470492362977,0.2,0.004102404,0.015999999642372132,0.032446008175611496,0.24435411989688874,-0.16842997074127197,0.0003,-0.015168293144553858,6020
4,100,4,22,-2.1832439422607424,0.2,0.012923054,0.031999999284744264,-0.04977397248148918,0.021176064480096103,-0.9978941679000854,0.0003,-0.026591928764944938,6030
5,125,5,21,-2.0291332960128785,0.2,0.010470948,0.05199999883770943,0.46233904361724854,1.1465852200984954,-0.04906046390533447,0.0003,-0.007830228342209011,6040
6,150,7,21,-2.098685550689697,0.2,0.023398189,0.09199999868869782,0.21390438079833984,0.6423114836215973,0.0329585075378418,0.0003,-0.03396290206164139,6050
7,175,8,20,-2.268284058570862,0.2,0.01738254,0.09199999719858169,0.011923201382160187,0.173896948993206,-0.13447773456573486,0.0003,-0.032323879749979766,6060
8,200,9,20,-1.8137396693229675,0.2,0.011215999,0.05999999865889549,0.06440001726150513,0.2996759578585625,-0.6052260398864746,0.0003,-0.01590737908240456,6070
9,225,11,19,-1.961954164505005,0.2,0.0056344485,0.019999999552965164,0.053117409348487854,0.212486432492733,0.1065058708190918,0.0003,-0.02328931282972917,6080
10,250,12,19,-1.7393608212471008,0.2,0.018511498,0.08799999803304673,0.4658620357513428,1.188139057159424,0.1296101212501526,0.0003,-0.04727810113877062,6090
1,25,0,26,-1.8637559294700623,0.2,0.025565539,0.15199999436736106,-0.020665382966399193,0.03739563673734665,-0.17991876602172852,0.0003,-0.014031473032780939,6100
2,50,2,23,-2.09920711517334,0.2,0.009705996,0.023999999463558196,-0.032495539635419846,0.05270300135016441,-0.7574203014373779,0.0003,-0.024398778558708756,6110
3,75,3,23,-2.353289246559143,0.2,0.009629268,0.05199999883770943,0.4902954697608948,1.0960145831108092,0.05233699083328247,0.0003,-0.011129197948292101,6120
4,100,4,22,-1.9301559805870057,0.2,0.012042804,0.05199999883770943,0.16356971859931946,0.46485444009304044,0.3267177939414978,0.0003,-0.026589638186618813,6130
5,125,5,21,-1.3981017112731933,0.2,0.00767802,0.043999999016523364,1.7611147165298462,4.960917925834655,-0.08431684970855713,0.0003,-0.015545869845897186,6140
6,150,7,21,-1.6424405932426454,0.2,0.0018328022,0.0,1.5001946687698364,3.5355334997177126,-0.7764338254928589,0.0003,-0.005460847854567419,6150
7,175,8,20,-1.924344551563263,0.2,0.007583482,0.02799999937415123,0.5166985392570496,1.4109400987625123,-0.9031515121459961,0.0003,-0.02933180378656832,6160
8,200,9,20,-2.2174957990646362,0.2,0.0012901044,0.0,0.46221253275871277,1.1484997510910033,-0.37058866024017334,0.0003,-0.005620611104416184,6170
9,225,11,20,-2.0678349256515505,0.2,0.005155232,0.011999999731779098,0.1375035047531128,0.48364006280899047,-12.721671104431152,0.0003,-0.01998069323645808,6180
10,250,12,19,-1.844992458820343,0.2,0.0023836754,0.0,2.3053741455078125,4.8528111457824705,-0.034268856048583984,0.0003,0.010441506889648799,6190
1,25,0,28,-1.8284072160720826,0.2,0.018499484,0.05599999874830246,0.08069370687007904,0.3090468615293503,0.4699956774711609,0.0003,-0.02311086066067176,6200
2,50,2,24,-2.1901952981948853,0.2,0.016650517,0.05199999734759331,-0.013576269149780273,0.14031068831682206,-0.25440239906311035,0.0003,-0.02982023242139249,6210
3,75,3,23,-1.7175308108329772,0.2,0.015514781,0.07599999979138375,0.126425638794899,0.3636697933077812,-0.03658771514892578,0.0003,0.0013367180430790882,6220
4,100,4,22,-2.2266285896301268,0.2,0.0038548827,0.0,0.03755222260951996,0.134778643399477,-0.4744894504547119,0.0003,-0.010735919111873216,6230
5,125,5,22,-2.1249352216720583,0.2,0.0019159031,0.0,1.8938714265823364,4.2999557733535765,-0.06862878799438477,0.0003,-0.0052080165792730785,6240
6,150,7,21,-1.9988990068435668,0.2,0.024449246,0.09599999859929084,-0.028086114674806595,0.10402859151363372,0.38524168729782104,0.0003,-0.038059422362596254,6250
7,175,8,21,-1.826737654209137,0.2,0.008496275,0.0,0.2748875916004181,0.7317395985126496,-0.07351922988891602,0.0003,-0.004906325938179634,6260
8,200,9,20,-2.025045382976532,0.2,0.017030036,0.07599999830126762,0.02460988238453865,0.16316941231489182,0.05763798952102661,0.0003,-0.029231906637549442,6270
9,225,11,20,-1.642968511581421,0.2,0.0008922362,0.0,1.6814192533493042,3.9805164098739625,-0.0835188627243042,0.0003,0.0013373246013649975,6280
10,250,12,19,-1.6229297041893005,0.2,0.010533402,0.023999999463558196,0.027713147923350334,0.10440789684653282,0.294799268245697,0.0003,-0.010007177832070724,6290
1,25,0,27,-1.8915186524391174,0.2,0.022274474,0.11199999824166298,0.03744940087199211,0.20324117243289946,-0.1852658987045288,0.0003,-0.026614779142662925,6300
2,50,1,25,-2.0180389881134033,0.2,0.0014594197,0.0,2.696754217147827,5.671551990509033,-0.1495668888092041,0.0003,-0.007134851305279711,6310
3,75,3,23,-2.0477411270141603,0.2,0.000600698,0.0,2.2195868492126465,5.032292318344116,0.08302557468414307,0.0003,-2.663376796405714e-05,6320
4,100,4,23,-1.9137584924697877,0.2,0.0026877355,0.0,0.39200758934020996,1.115126621723175,0.0781698226928711,0.0003,-0.018274758941493906,6330
5,125,5,22,-1.8757261276245116,0.2,0.016457485,0.0639999970793724,-0.04474935680627823,0.04302638173103333,-0.08340978622436523,0.0003,-0.03147783930180594,6340
6,150,6,21,-1.791039264202118,0.2,0.007327394,0.019999999552965164,-0.005969014018774033,0.03715189415961504,0.2909785509109497,0.0003,-0.002015823769374947,6350
7,175,8,21,-1.872597301006317,0.2,0.003689134,0.0,3.603562593460083,7.696452617645264,-0.36585474014282227,0.0003,-0.01733665053732807,6360
8,200,9,20,-2.286670279502869,0.2,0.0028586935,0.031999999284744264,1.6162900924682617,3.8219860553741456,-2.25479793548584,0.0003,-0.01967499600723386,6370
9,225,11,20,-1.6568572878837586,0.2,0.06180294,0.05199999883770943,0.10141295194625854,0.31081480979919435,0.9118355438113213,0.0003,-0.028195535793899752,6380
10,250,12,19,-1.7540868639945983,0.2,0.0024866986,0.0,2.8412647247314453,6.195461988449097,0.0771174430847168,0.0003,-0.010163455118890852,6390
1,25,0,26,-1.5261982679367065,0.2,0.004377398,0.019999999552965164,0.7046421766281128,1.481796932220459,0.09219664335250854,0.0003,-0.013860418449621648,6400
2,50,2,24,-1.8554045915603639,0.2,0.0044156406,0.019999999552965164,0.43471014499664307,0.991737550497055,0.0320088267326355,0.0003,-0.012644181449431358,6410
3,75,3,23,-1.7237695574760437,0.2,0.0007853889,0.0,0.15188616514205933,0.46502457857131957,-1.1743299961090088,0.0003,-0.002821347219403947,6420
4,100,4,23,-1.6392030477523805,0.2,0.0042196796,0.019999999552965164,0.14207300543785095,0.363106781244278,-0.07790255546569824,0.0003,-0.016504510150291196,6430
5,125,5,22,-1.726569938659668,0.2,0.004103968,0.011999999731779098,0.15726035833358765,0.4717253267765045,-0.0837547779083252,0.0003,-0.011191351579269338,6440
6,150,6,21,-1.5645960211753844,0.2,0.0071846554,0.011999999731779098,0.050669945776462555,0.19486576467752456,-0.1648414134979248,0.0003,-0.008615790877956896,6450
7,175,8,20,-2.0028575658798218,0.2,0.0028399825,0.0,0.30554699897766113,0.6246868312358856,0.13193261623382568,0.0003,0.0011986875217408154,6460
8,200,9,20,-1.779063868522644,0.2,0.010267806,0.031999999284744264,0.02165960520505905,0.14307281821966172,-0.023393988609313965,0.0003,-0.020158174489625223,6470
9,225,11,20,-1.773907434940338,0.2,0.010969157,0.02799999937415123,1.240398645401001,2.696550154685974,-0.07592535018920898,0.0003,-0.028091144161298588,6480
10,250,12,19,-1.8320226192474365,0.2,0.0100236535,0.03599999919533729,0.01755382865667343,0.19176243096590043,-0.020992517471313477,0.0003,-0.030673095127101924,6490
1,25,0,27,-1.9388946890830994,0.2,0.013091068,0.05599999725818634,-0.034830063581466675,0.06023659333586693,-0.15136778354644775,0.0003,-0.026537435953505197,6500
2,50,1,25,-1.6263336896896363,0.2,0.002546041,0.0,0.49046075344085693,1.0444097518920898,0.0762864351272583,0.0003,-0.005799916475895372,6510
3,75,3,23,-1.6327606558799743,0.2,0.014758353,0.031999999284744264,0.5075705051422119,1.1814662218093872,-0.48639237880706787,0.0003,-0.022001186681911332,6520
4,100,4,22,-1.793863546848297,0.2,0.0037722087,0.011999999731779098,0.32450467348098755,0.7605423033237457,0.06882166862487793,0.0003,-0.012230106164235633,6530
5,125,5,22,-1.9599140405654907,0.2,0.009393413,0.043999999016523364,1.444665551185608,3.255592179298401,-0.015790820121765137,0.0003,-0.020538796827197104,6540
6,150,6,21,-1.7018067955970764,0.2,0.03404514,0.11599999740719795,0.07433001697063446,0.2655597239732742,-0.0071086883544921875,0.0003,-0.02771683319890883,6550
7,175,8,21,-2.019135904312134,0.2,0.04352659,0.15999999344348909,-0.05770460516214371,0.02065569907426834,0.14014571905136108,0.0003,-0.030922072662971978,6560
8,200,9,20,-1.5346007108688355,0.2,0.011682174,0.05999999865889549,0.1957889050245285,0.46449050307273865,-0.2582705020904541,0.0003,-0.000790865613875269,6570
9,225,11,20,-1.137407624721527,0.2,0.001974101,0.007999999821186066,0.016200164332985878,0.1572342373430729,0.4938339591026306,0.0003,-0.009093206752906724,6580
10,250,12,19,-1.029369628429413,0.2,0.0032423425,0.007999999821186066,0.4192471206188202,1.515382969379425,-0.2688847780227661,0.0003,-0.009825690027326316,6590
1,25,0,27,-1.0475144624710082,0.2,0.002409861,0.003999999910593033,0.038701094686985016,0.21640888452529908,0.6347762942314148,0.0003,-0.00444106413991534,6600
2,50,2,24,-1.8288588047027587,0.2,0.003336637,0.0,0.29659339785575867,0.7188728213310241,-0.06768107414245605,0.0003,-0.005534398575313304,6610
3,75,3,23,-1.2484409809112549,0.2,0.005564115,0.03999999910593033,1.9039301872253418,4.207103872299195,-2.888817310333252,0.0003,-0.012650813202373712,6620
4,100,4,23,-1.3667521595954895,0.2,0.004573576,0.015999999642372132,0.2435092031955719,0.749517697095871,0.321652352809906,0.0003,-0.018978350170888093,6630
5,125,5,22,-1.3909315586090087,0.2,0.0064184475,0.019999999552965164,0.08332095295190811,0.3570204257965088,-5.709003925323486,0.0003,-0.018818676809780045,6640
6,150,6,21,-1.1035712957382202,0.2,0.0059250114,0.023999999463558196,0.2445628046989441,0.6430140137672424,-1.8306398391723633,0.0003,-0.013224057218059925,6650
7,175,8,21,-0.816568011045456,0.2,0.0018274927,0.0,0.39080458879470825,1.0118700861930847,-1.5057413578033447,0.0003,-0.007800127877388263,6660
8,200,9,20,-0.8911718010902405,0.2,0.0029505752,0.007999999821186066,0.4145795702934265,1.1244596719741822,0.3286758065223694,0.0003,-0.015957044645212547,6670
9,225,11,20,-1.3309574961662292,0.2,0.00064773083,0.0,0.7488353252410889,1.517871904373169,-0.22424495220184326,0.0003,-0.0033523251457950208,6680
10,250,12,19,-1.2071410298347474,0.2,0.007828503,0.02799999937415123,0.6376782059669495,1.3479466676712035,0.18506109714508057,0.0003,-0.010895439011976293,6690
1,25,0,28,-1.273182201385498,0.2,0.0060902736,0.015999999642372132,0.09287188947200775,0.2906890600919724,-6.299816131591797,0.0003,-0.01423420399287707,6700
2,50,2,24,-1.233750307559967,0.2,0.016183497,0.07599999830126762,0.05823348090052605,0.2310028687119484,0.11672139167785645,0.0003,-0.02555723020806866,6710
3,75,3,23,-1.3532498121261596,0.2,0.005637896,0.011999999731779098,0.09098505973815918,0.2682076349854469,-0.8655551671981812,0.0003,-0.00851267737685788,6720
4,100,4,22,-1.2937639117240907,0.2,0.0018957162,0.0,1.6720232963562012,3.497944641113281,0.1954314112663269,0.0003,0.0017900094613432671,6730
5,125,5,21,-1.092268419265747,0.2,0.00366909,0.0,0.1671421378850937,0.42948845624923704,-0.6238547563552856,0.0003,-0.013234943955205835,6740
6,150,6,21,-0.9720609128475189,0.2,0.012204447,0.05999999865889549,0.20314015448093414,0.6352889955043792,-0.13978111743927002,0.0003,-0.015293909801170713,6750
7,175,8,21,-0.5966702580451966,0.2,0.00060555694,0.0,0.22307665646076202,0.5645269244909287,0.27974754571914673,0.0003,-0.00023113417290758774,6760
8,200,9,20,-0.7320816993713379,0.2,0.0061675594,0.019999999552965164,0.11000482738018036,0.2887965142726898,-0.270868182182312,0.0003,-0.014050141021784058,6770
9,225,11,20,-0.9403851985931396,0.2,0.0051339483,0.03599999919533729,0.18210867047309875,0.49024754762649536,-2.1494851112365723,0.0003,-0.013398873941972766,6780
10,250,12,19,-1.2157693743705749,0.2,0.025650432,0.0879999965429306,-0.014795860275626183,0.05878577195107937,-0.7238665819168091,0.0003,-0.02814641293510798,6790
1,25,0,26,-1.0140314817428588,0.2,0.0050128126,0.015999999642372132,0.17249077558517456,0.4364926964044571,-0.36763012409210205,0.0003,-0.012635156275239012,6800
2,50,2,23,-1.4658889651298523,0.2,0.010054324,0.031999999284744264,0.6801201701164246,1.4856651306152344,-0.14057481288909912,0.0003,-0.015096090025006604,6810
3,75,3,23,-1.2640892624855042,0.2,0.005915775,0.02799999937415123,0.1343969702720642,0.3730377286672592,0.019543230533599854,0.0003,-0.011888928246568042,6820
4,100,4,22,-1.1179397821426391,0.2,0.026772864,0.18399999886751175,0.06336285173892975,0.2436882197856903,-0.16708242893218994,0.0003,-0.03729350432381047,6830
5,125,5,21,-0.7918261885643005,0.2,0.0028647017,0.011999999731779098,0.03395615518093109,0.1376302994787693,0.05890756845474243,0.0003,-0.007596356423105988,6840
6,150,6,21,-0.9461759388446808,0.2,0.008718416,0.04799999892711639,0.3682211637496948,0.9917160749435425,-3.1395773887634277,0.0003,-0.008797886324115467,6850
7,175,8,21,-1.184672737121582,0.2,0.019571977,0.08799999803304673,0.3176872134208679,0.7395805239677429,0.24330246448516846,0.0003,-0.031001463904976843,6860
8,200,9,20,-1.1762565135955811,0.2,0.0068474934,0.03999999910593033,0.23278889060020447,0.5675560235977173,0.07436275482177734,0.0003,-0.01597399961855288,6870
9,225,11,20,-0.7174302220344544,0.2,0.00024835824,0.0,0.2642751634120941,0.7655198812484741,0.00968104600906372,0.0003,-0.0006841726361235701,6880
10,250,12,19,-0.6932948470115662,0.2,0.00022391796,0.0,0.1673111766576767,0.6119628220796585,-0.1971280574798584,0.0003,-0.0014022094869289958,6890
1,25,0,26,-1.010824692249298,0.2,0.004275756,0.011999999731779098,0.17898565530776978,0.3949536830186844,-0.1898798942565918,0.0003,-0.002553819135704316,6900
2,50,1,25,-0.767032778263092,0.2,0.0020171355,0.003999999910593033,0.12595400214195251,0.4781273126602173,-1.0232648849487305,0.0003,-0.007391354471445055,6910
3,75,3,23,-0.9770600199699402,0.2,0.0011889696,0.0,0.18870417773723602,0.4832062035799026,-0.8373498916625977,0.0003,-0.0025251447674818905,6920
4,100,4,22,-1.1445172071456908,0.2,0.00062991143,0.0,0.8950875401496887,2.1394853353500367,0.017308056354522705,0.0003,-0.004226453434209532,6930
5,125,5,22,-1.11982764005661,0.2,0.006335714,0.02799999862909317,0.14052024483680725,0.3662246882915497,-1.2197699546813965,0.0003,-0.018358904322609337,6940
